timePerInitStep
1851670;1896110301
1908670;1954478265
1807767;1851153566
1811756;1855238294
1818562;1862208415
1812544;1856045968
1805161;1848485684
1816880;1860485255
1810589;1854044114
1807664;1851048883
1801329;1844561626
1817526;1861147220
1821264;1864975309
1823393;1867155177
1826298;1870129917
1851964;1896411524
1860982;1905645699
1853582;1898068499
1867731;1912556830
1857414;1901992566
1845538;1889831378
1856730;1901291602
1855944;1900486972
1861957;1906644807
1868656;1913504625
1863442;1908165276
1855392;1899922002
1860900;1905562054
1857362;1901938688
1855119;1899642333
1855181;1899705448
1851768;1896211397
1843773;1888024059
1856956;1901523034
1892449;1937868569
1899565;1945154819
1878303;1923382799
1849970;1894369695
1853311;1897790882
1860226;1904871867
1855848;1900388459
1858778;1903389368
1841985;1886193132
1847916;1892266795
1853545;1898030522
1849777;1894172644
1858118;1902713547
1857403;1901981283
1856771;1901333676
1871574;1916492196
1853030;1897503515
1842366;1886583130
1849989;1894389705
1863377;1908098566
1853767;1898257850
1852707;1897172020
1861932;1906618637
1852707;1897172531
1860262;1904908303
1873991;1918967642
1863146;1907862005
1843961;1888216487
1853571;1898057722
