timePerAuthStep
3822180
3756242
3767427
3751726
3756129
3762722
3758663
3768869
3786364
3762038
3762739
3787161
3768367
3760860
3766457
3757117
3745159
3754288
3763961
3757532
3735153
3751047
3756688
3740565
3752351
3746054
3757013
3767075
3760123
3745273
3750012
3753182
3755717
3760774
3760263
3748194
3729449
3752534
3747383
3746314
3750396
3751302
3770844
3765656
3757760
3746607
3746296
3776864
3778941
3763341
3783126
3737824
3743602
3772890
3745428
3754226
3766582
3753380
3764363
3763325
3756095
3747657
3767813
3313136
