timePerInitStep
2052095;8208380
1916494;7665979
2121755;8487023
1964987;7859951
2119446;8477784
2180383;8721533
2037983;8151932
1955109;7820439
1907643;7630572
1879419;7517678
1857995;7431982
1854146;7416587
1811298;7245192
1799239;7196956
1814377;7257509
1818482;7273931
1831824;7327297
1836314;7345258
1826180;7304720
1836058;7344234
1810016;7240064
1841189;7364758
1823742;7294970
1824255;7297023
1836186;7344745
1821433;7285734
1833235;7332943
1784614;7138459
1845295;7381181
1811811;7247246
1810272;7241090
1808604;7234418
1772555;7090223
1812965;7251863
1773710;7094841
1779610;7118443
1802703;7210813
1819252;7277009
1769605;7078420
1815404;7261616
2033365;8133461
1829130;7316523
2047733;8190933
1747282;6989131
1844653;7378615
1821690;7286760
1755621;7022485
1807321;7229287
1726885;6907541
1765756;7063024
1779611;7118446
1726500;6906002
1756134;7024538
1793466;7173866
2015533;8062132
1829258;7317034
2116752;8467009
1790259;7161038
1815147;7260589
1768707;7074828
1813736;7254945
1769990;7079960
1730862;6923448
