timePerInitStep
1822471
1854810
1819540
1819558
1812887
1808669
1811253
1815956
1822547
1822573
1813967
1820698
1820009
1834055
1833968
1808102
1811153
1818409
1822994
1817512
1821643
1818639
1830826
1821397
1826072
1826340
1827082
1804691
1821774
1820824
1816690
1827334
1813478
1818926
1823524
1846687
1827438
1815838
1819850
1828527
1808337
1814627
1813882
1824642
1811745
1816594
1835751
1816777
1803859
1808609
1824583
1818938
1821341
1819700
1821706
1821602
1832119
1833349
1825198
1815465
1829008
1815509
1817077
