timePerInitStep
1850169;7400679
1814890;7259563
1853248;7412993
1839008;7356035
1835673;7342692
1837212;7348851
1842601;7370404
1854916;7419667
1836827;7347311
1849143;7396575
1843114;7372457
1749463;6997855
1790900;7163603
1868515;7474060
1856712;7426850
1831824;7327299
1807963;7231853
1777302;7109210
1809245;7236983
1840292;7361168
1835417;7341668
1847989;7391956
1845679;7382718
1837469;7349879
1836956;7347825
1836443;7345772
1793723;7174894
1845423;7381693
1855301;7421204
2067361;8269446
1794877;7179511
1878521;7514085
1805012;7220050
1836442;7345771
1778200;7112801
1811170;7244682
1824769;7299076
1811811;7247247
1802062;7208248
1785769;7143077
3040682;12162731
1905462;7621849
1874800;7499203
1802703;7210814
1827078;7308312
1777174;7108696
1881087;7524350
1799111;7196446
1860433;7441732
1806167;7224668
1847347;7389391
1927655;7710623
1763318;7053274
1874673;7498693
1806038;7224155
1871722;7486889
1774992;7099970
1759855;7039420
1817585;7270340
1747411;6989646
1966142;7864568
1865436;7461745
1816814;7267259
