timePerInitStep
1878040;30048650
1830862;29293802
1767456;28279299
1767840;28285450
1776051;28416821
1821529;29144475
1816141;29058267
1799175;28786806
1826372;29221958
1800747;28811953
1771914;28350627
1831407;29302523
1865051;29840823
1784390;28550240
1806455;28903290
1868194;29891110
1788110;28609766
1797154;28754475
1848213;29571418
1800650;28810406
1814056;29024911
1783139;28530230
1786827;28589240
1780156;28482507
1780156;28482506
1840644;29450310
1854467;29671478
1764056;28224905
1778488;28455823
1828553;29256854
1800105;28801686
1786859;28589758
1848373;29573981
1794685;28714965
1832177;29314840
1826468;29223494
1817103;29073658
1812806;29004897
1824865;29197842
1836378;29382061
1781022;28496359
1770150;28322406
1805012;28880199
1855076;29681229
1814986;29039789
1751965;28031446
1902415;30438643
1789810;28636967
1767295;28276730
1810913;28974620
1802254;28836070
1744139;27906238
1766846;28269546
1846802;29548837
1831503;29304061
1837950;29407211
1826179;29218879
1824833;29197328
1780573;28489179
1775987;28415794
1775955;28415285
1806359;28901751
1771337;28341392
