leafIndex;computations
0;0
1;4
2;2
3;2
4;2
5;2
6;4
7;0
8;2
9;2
10;4
11;0
12;4
13;2
14;2
15;0
16;1
17;3
18;3
19;1
20;3
21;2
22;3
23;0
24;3
25;2
26;3
27;1
28;3
29;3
30;1
31;0
32;1
33;3
34;3
35;1
36;3
37;2
38;3
39;0
40;3
41;2
42;3
43;1
44;3
45;3
46;1
47;0
48;2
49;3
50;2
51;2
52;2
53;3
54;2
55;1
56;2
57;3
58;2
59;2
60;3
61;2
62;1
63;0
64;1
65;3
66;3
67;1
68;3
69;2
70;3
71;0
72;3
73;2
74;3
75;1
76;3
77;3
78;1
79;0
80;2
81;3
82;2
83;2
84;2
85;3
86;2
87;1
88;2
89;3
90;2
91;2
92;3
93;2
94;1
95;0
96;2
97;3
98;2
99;2
100;2
101;3
102;2
103;1
104;2
105;3
106;2
107;2
108;3
109;2
110;1
111;1
112;1
113;4
114;1
115;3
116;2
117;2
118;2
119;2
120;2
121;2
122;3
123;1
124;4
125;1
126;1
127;0
128;0
129;4
130;2
131;2
132;2
133;2
134;4
135;0
136;2
137;2
138;4
139;0
140;4
141;2
142;2
143;0
144;1
145;3
146;3
147;1
148;3
149;2
150;3
151;0
152;3
153;2
154;3
155;1
156;3
157;3
158;1
159;0
160;1
161;3
162;3
163;1
164;3
165;2
166;3
167;0
168;3
169;2
170;3
171;1
172;3
173;3
174;1
175;0
176;2
177;3
178;2
179;2
180;2
181;3
182;2
183;1
184;2
185;3
186;2
187;2
188;3
189;2
190;1
191;0
192;1
193;3
194;3
195;1
196;3
197;2
198;3
199;0
200;3
201;2
202;3
203;1
204;3
205;3
206;1
207;0
208;2
209;3
210;2
211;2
212;2
213;3
214;2
215;1
216;2
217;3
218;2
219;2
220;3
221;2
222;1
223;0
224;2
225;3
226;2
227;2
228;2
229;3
230;2
231;1
232;2
233;3
234;2
235;2
236;3
237;2
238;1
239;1
240;1
241;4
242;1
243;3
244;2
245;2
246;2
247;2
248;2
249;2
250;3
251;1
252;4
253;1
254;1
255;0
256;0
257;4
258;2
259;2
260;2
261;2
262;4
263;0
264;2
265;2
266;4
267;0
268;4
269;2
270;2
271;0
272;1
273;3
274;3
275;1
276;3
277;2
278;3
279;0
280;3
281;2
282;3
283;1
284;3
285;3
286;1
287;0
288;1
289;3
290;3
291;1
292;3
293;2
294;3
295;0
296;3
297;2
298;3
299;1
300;3
301;3
302;1
303;0
304;2
305;3
306;2
307;2
308;2
309;3
310;2
311;1
312;2
313;3
314;2
315;2
316;3
317;2
318;1
319;0
320;1
321;3
322;3
323;1
324;3
325;2
326;3
327;0
328;3
329;2
330;3
331;1
332;3
333;3
334;1
335;0
336;2
337;3
338;2
339;2
340;2
341;3
342;2
343;1
344;2
345;3
346;2
347;2
348;3
349;2
350;1
351;0
352;2
353;3
354;2
355;2
356;2
357;3
358;2
359;1
360;2
361;3
362;2
363;2
364;3
365;2
366;1
367;1
368;1
369;4
370;1
371;3
372;2
373;2
374;2
375;2
376;2
377;2
378;3
379;1
380;4
381;1
382;1
383;0
384;0
385;4
386;2
387;2
388;2
389;2
390;4
391;0
392;2
393;2
394;4
395;0
396;4
397;2
398;2
399;0
400;1
401;3
402;3
403;1
404;3
405;2
406;3
407;0
408;3
409;2
410;3
411;1
412;3
413;3
414;1
415;0
416;1
417;3
418;3
419;1
420;3
421;2
422;3
423;0
424;3
425;2
426;3
427;1
428;3
429;3
430;1
431;0
432;2
433;3
434;2
435;2
436;2
437;3
438;2
439;1
440;2
441;3
442;2
443;2
444;3
445;2
446;1
447;0
448;1
449;3
450;3
451;1
452;3
453;2
454;3
455;0
456;3
457;2
458;3
459;1
460;3
461;3
462;1
463;0
464;2
465;3
466;2
467;2
468;2
469;3
470;2
471;1
472;2
473;3
474;2
475;2
476;3
477;2
478;1
479;0
480;2
481;3
482;2
483;2
484;2
485;3
486;2
487;1
488;2
489;3
490;2
491;2
492;3
493;2
494;1
495;1
496;1
497;4
498;1
499;3
500;2
501;2
502;2
503;2
504;2
505;2
506;3
507;1
508;4
509;1
510;1
511;0
512;0
513;4
514;2
515;2
516;2
517;2
518;4
519;0
520;2
521;2
522;4
523;0
524;4
525;2
526;2
527;0
528;1
529;3
530;3
531;1
532;3
533;2
534;3
535;0
536;3
537;2
538;3
539;1
540;3
541;3
542;1
543;0
544;1
545;3
546;3
547;1
548;3
549;2
550;3
551;0
552;3
553;2
554;3
555;1
556;3
557;3
558;1
559;0
560;2
561;3
562;2
563;2
564;2
565;3
566;2
567;1
568;2
569;3
570;2
571;2
572;3
573;2
574;1
575;0
576;1
577;3
578;3
579;1
580;3
581;2
582;3
583;0
584;3
585;2
586;3
587;1
588;3
589;3
590;1
591;0
592;2
593;3
594;2
595;2
596;2
597;3
598;2
599;1
600;2
601;3
602;2
603;2
604;3
605;2
