leafIndex;computations
0;0
1;6
2;3
3;3
4;2
5;4
6;5
7;1
8;2
9;4
10;5
11;1
12;4
13;4
14;3
15;1
16;1
17;5
18;4
19;2
20;3
21;4
22;4
23;1
24;3
25;4
26;4
27;2
28;3
29;5
30;2
31;1
32;1
33;5
34;4
35;2
36;3
37;4
38;4
39;1
40;3
41;4
42;4
43;2
44;3
45;5
46;2
47;1
48;2
49;5
50;3
51;3
52;2
53;5
54;3
55;2
56;2
57;5
58;3
59;3
60;3
61;4
62;2
63;1
64;0
65;6
66;3
67;3
68;2
69;4
70;5
71;1
72;2
73;4
74;5
75;1
76;4
77;4
78;3
79;1
80;1
81;5
82;4
83;2
84;3
85;4
86;4
87;1
88;3
89;4
90;4
91;2
92;3
93;5
94;2
95;1
96;1
97;5
98;4
99;2
100;3
101;4
102;4
103;1
104;3
105;4
106;4
107;2
108;3
109;5
110;2
111;1
112;2
113;5
114;3
115;3
116;2
117;5
118;3
119;2
120;2
121;5
122;3
123;3
124;3
125;4
126;2
127;1
128;0
129;6
130;3
131;3
132;2
133;4
134;5
135;1
136;2
137;4
138;5
139;1
140;4
141;4
142;3
143;1
144;1
145;5
146;4
147;2
148;3
149;4
150;4
151;1
152;3
153;4
154;4
155;2
156;3
157;5
158;2
159;1
160;1
161;5
162;4
163;2
164;3
165;4
166;4
167;1
168;3
169;4
170;4
171;2
172;3
173;5
174;2
175;1
176;2
177;5
178;3
179;3
180;2
181;5
182;3
183;2
184;2
185;5
186;3
187;3
188;3
189;4
190;2
191;1
192;0
193;4
194;2
195;2
196;1
197;3
198;3
199;1
200;1
201;3
202;3
203;1
204;2
205;3
206;2
207;1
208;0
209;4
210;2
211;2
212;1
213;3
214;3
215;1
216;1
217;3
218;3
219;1
220;2
221;3
222;2
223;1
224;0
225;4
226;2
227;2
228;1
229;3
230;3
231;1
232;1
233;3
234;3
235;1
236;2
237;3
238;2
239;1
240;0
241;2
242;1
243;1
244;0
245;2
246;1
247;1
248;0
249;2
250;1
251;1
