leafIndex;computations
0;1
1;5
2;3
3;3
4;3
5;3
6;5
7;1
8;2
9;4
10;4
11;2
12;4
13;3
14;4
15;1
16;2
17;4
18;4
19;2
20;4
21;3
22;4
23;1
24;3
25;4
26;3
27;3
28;3
29;4
30;3
31;1
32;1
33;5
34;3
35;3
36;3
37;3
38;5
39;1
40;2
41;4
42;4
43;2
44;4
45;3
46;4
47;1
48;2
49;4
50;4
51;2
52;4
53;3
54;4
55;1
56;3
57;4
58;3
59;3
60;3
61;4
62;3
63;1
64;1
65;5
66;3
67;3
68;3
69;3
70;5
71;1
72;2
73;4
74;4
75;2
76;4
77;3
78;4
79;1
80;2
81;4
82;4
83;2
84;4
85;3
86;4
87;1
88;3
89;4
90;3
91;3
92;3
93;4
94;3
95;1
96;1
97;3
98;2
99;2
100;2
101;2
102;3
103;1
104;1
105;3
106;2
107;2
108;2
109;2
110;3
111;1
112;1
113;3
114;2
115;2
116;2
117;2
118;3
119;1
120;1
121;1
122;1
123;1
124;1
125;1
126;1
127;1
