leafIndex;computations
0;1
1;13
2;6
3;8
4;5
5;9
6;10
7;4
8;4
9;10
10;9
11;5
12;8
13;9
14;7
15;4
16;3
17;11
18;8
19;6
20;7
21;9
22;8
23;4
24;6
25;10
26;7
27;7
28;6
29;11
30;5
31;4
32;2
33;12
34;7
35;7
36;6
37;9
38;9
39;4
40;5
41;10
42;8
43;6
44;7
45;10
46;6
47;4
48;4
49;11
50;7
51;7
52;6
53;10
54;7
55;5
56;5
57;11
58;6
59;8
60;6
61;10
62;5
63;4
64;1
65;11
66;5
67;7
68;4
69;8
70;8
71;4
72;3
73;9
74;7
75;5
76;6
77;8
78;6
79;4
80;2
81;10
82;6
83;6
84;5
85;8
86;7
87;4
88;4
89;9
90;6
91;6
92;5
93;9
94;5
95;4
96;1
97;9
98;4
99;6
100;3
101;7
102;6
103;4
104;2
105;8
106;5
107;5
108;4
109;7
110;5
111;4
112;1
113;7
114;3
115;5
116;2
117;6
118;4
119;4
120;1
121;5
122;2
123;4
124;1
125;3
126;1
127;1
