leafIndex;computations
0;0
1;18
2;8
3;10
4;7
5;11
6;15
7;3
8;6
9;12
10;14
11;4
12;13
13;11
14;9
15;3
16;5
17;13
18;13
19;5
20;12
21;11
22;10
23;3
24;11
25;12
26;9
27;9
28;8
29;16
30;4
31;3
32;4
33;14
34;12
35;6
36;11
37;11
38;11
39;3
40;10
41;12
42;10
43;8
44;9
45;15
46;5
47;3
48;9
49;13
50;9
51;9
52;8
53;15
54;6
55;7
56;7
57;16
58;5
59;13
60;8
61;12
62;4
63;3
64;3
65;15
66;11
67;7
68;10
69;11
70;12
71;3
72;9
73;12
74;11
75;7
76;10
77;14
78;6
79;3
80;8
81;13
82;10
83;8
84;9
85;14
86;7
87;6
88;8
89;15
90;6
91;12
92;8
93;13
94;4
95;3
96;7
97;14
98;9
99;9
100;8
101;14
102;8
103;6
104;7
105;15
106;7
107;11
108;9
109;12
110;5
111;6
112;6
113;16
114;6
115;12
116;8
117;12
118;6
119;10
120;7
121;13
122;8
123;10
124;11
125;9
126;4
127;3
128;2
129;16
130;10
131;8
132;9
133;11
134;13
135;3
136;8
137;12
138;12
139;6
140;11
141;13
142;7
143;3
144;7
145;13
146;11
147;7
148;10
149;13
150;8
151;5
152;9
153;14
154;7
155;11
156;8
157;14
158;4
159;3
160;6
161;14
162;10
163;8
164;9
165;13
166;9
167;5
168;8
169;14
170;8
171;10
172;9
173;13
174;5
175;5
176;7
177;15
178;7
179;11
180;8
181;13
182;6
183;9
184;7
185;14
186;7
187;11
188;10
189;10
190;4
191;3
192;5
193;15
194;9
195;9
196;8
197;13
198;10
199;5
200;7
201;14
202;9
203;9
204;10
205;12
206;6
207;5
208;6
209;15
210;8
211;10
212;9
213;12
214;7
215;8
216;8
217;13
218;8
219;10
220;10
221;11
222;4
223;5
224;5
225;16
226;7
227;11
228;8
229;12
230;8
231;8
232;7
233;13
234;9
235;9
236;11
237;10
238;5
239;8
240;6
241;14
242;8
243;10
244;10
245;10
246;8
247;8
248;9
249;11
250;10
251;10
252;9
253;9
254;4
255;3
256;1
257;17
258;9
259;9
260;8
261;11
262;14
263;3
264;7
265;12
266;13
267;5
268;12
269;12
270;8
271;3
272;6
273;13
274;12
275;6
276;11
277;12
