round;minSpace;maxSpace
8;133;139
16;131;139
24;130;137
32;127;136
40;127;133
48;124;133
56;123;130
64;119;129
72;119;125
80;117;125
88;116;123
96;112;122
104;112;118
112;109;118
120;108;115
128;103;114
136;103;109
144;101;109
152;100;107
160;97;106
168;97;103
176;94;103
184;93;100
192;88;99
200;88;94
208;86;94
216;85;92
224;81;91
232;81;87
240;78;87
248;77;84
256;70;83
264;70;76
272;68;76
280;67;74
288;64;73
296;64;70
304;61;70
312;60;67
320;56;66
328;56;62
336;54;62
344;53;60
352;49;59
360;49;55
368;46;55
376;45;52
384;39;51
392;39;45
400;37;45
408;36;43
416;33;42
424;33;39
432;30;39
440;29;36
448;24;35
456;24;30
464;22;30
472;21;28
480;17;27
488;17;23
496;14;23
504;13;20
