round;minSpace;maxSpace
32;47;60
64;46;61
96;48;62
128;45;62
160;48;61
192;45;62
224;47;61
256;43;61
288;46;59
320;44;60
352;46;60
384;42;60
416;45;58
448;42;59
480;44;58
512;39;58
544;42;55
576;40;56
608;42;56
640;39;56
672;42;55
704;39;56
736;41;55
768;36;55
800;39;52
832;37;53
864;39;53
896;35;53
928;38;51
960;35;52
992;37;51
1024;30;51
1056;33;46
1088;31;47
1120;33;47
1152;30;47
1184;33;46
1216;30;47
1248;32;46
1280;28;46
1312;31;44
1344;29;45
1376;31;45
1408;27;45
1440;30;43
1472;27;44
1504;29;43
1536;23;43
1568;26;39
1600;24;40
1632;26;40
1664;23;40
1696;26;39
1728;23;40
1760;25;39
1792;20;39
1824;23;36
1856;21;37
1888;23;37
1920;19;37
1952;22;35
1984;19;36
2016;21;35
