round;minSpace;maxSpace
64;263;276
128;259;274
192;256;270
256;251;267
320;249;262
384;244;260
448;241;255
512;235;252
576;233;246
640;229;244
704;226;240
768;220;237
832;218;231
896;213;229
960;210;224
1024;203;221
1088;201;214
1152;197;212
1216;194;208
1280;189;205
1344;187;200
1408;182;198
1472;179;193
1536;172;190
1600;170;183
1664;166;181
1728;163;177
1792;157;174
1856;155;168
1920;150;166
1984;147;161
2048;138;158
2112;136;149
2176;132;147
2240;129;143
2304;124;140
2368;122;135
2432;117;133
2496;114;128
2560;108;125
2624;106;119
2688;102;117
2752;99;113
2816;93;110
2880;91;104
2944;86;102
3008;83;97
3072;75;94
3136;73;86
3200;69;84
3264;66;80
3328;61;77
3392;59;72
3456;54;70
3520;51;65
3584;44;62
3648;42;55
3712;38;53
3776;35;49
3840;29;46
3904;27;40
3968;22;38
4032;19;33
