round;minSpace;maxSpace
2;21;23
4;20;24
6;22;25
8;19;25
10;24;27
12;21;27
14;23;26
16;18;26
18;24;27
20;22;27
22;25;28
24;20;28
26;25;28
28;22;28
30;25;28
32;17;28
34;23;26
36;21;26
38;24;27
40;20;27
42;25;28
44;22;28
46;25;28
48;17;28
50;23;26
52;21;26
54;24;27
56;19;27
58;24;27
60;21;27
62;24;27
64;14;27
66;20;23
68;18;23
70;21;24
72;17;24
74;22;25
76;19;25
78;22;25
80;15;25
82;21;24
84;19;24
86;22;25
88;17;25
90;22;25
92;19;25
94;22;25
96;13;25
98;19;22
100;17;22
102;20;23
104;16;23
106;21;24
108;18;24
110;21;24
112;13;24
114;19;22
116;17;22
118;20;23
120;15;23
122;20;23
124;17;23
126;20;23
