round;minSpace;maxSpace
32;511;523
64;503;517
96;496;509
128;487;502
160;481;493
192;472;487
224;465;478
256;455;471
288;449;461
320;441;455
352;434;447
384;424;440
416;418;430
448;409;424
480;402;415
512;391;408
544;385;397
576;377;391
608;370;383
640;361;376
672;355;367
704;346;361
736;339;352
768;328;345
800;322;334
832;314;328
864;307;320
896;297;313
928;291;303
960;282;297
992;275;288
1024;262;281
1056;256;268
1088;248;262
1120;241;254
1152;232;247
1184;226;238
1216;217;232
1248;210;223
1280;200;216
1312;194;206
1344;186;200
1376;179;192
1408;169;185
1440;163;175
1472;154;169
1504;147;160
1536;135;153
1568;129;141
1600;121;135
1632;114;127
1664;105;120
1696;99;111
1728;90;105
1760;83;96
1792;72;89
1824;66;78
1856;58;72
1888;51;64
1920;41;57
1952;35;47
1984;26;41
2016;19;32
