round;minSpace;maxSpace
64;36;52
128;35;54
192;37;55
256;34;55
320;38;55
384;36;56
448;38;56
512;33;56
576;37;54
640;36;55
704;38;56
768;33;56
832;37;54
896;35;55
960;37;55
1024;31;55
1088;35;52
1152;34;53
1216;36;54
1280;32;54
1344;36;53
1408;34;54
1472;36;54
1536;30;54
1600;34;51
1664;33;52
1728;35;53
1792;30;53
1856;34;51
1920;32;52
1984;34;52
2048;26;52
2112;30;47
2176;29;48
2240;31;49
2304;27;49
2368;31;48
2432;29;49
2496;31;49
2560;26;49
2624;30;47
2688;29;48
2752;31;49
2816;26;49
2880;30;47
2944;28;48
3008;30;48
3072;23;48
3136;27;44
3200;26;45
3264;28;46
3328;24;46
3392;28;45
3456;26;46
3520;28;46
3584;22;46
3648;26;43
3712;25;44
3776;27;45
3840;22;45
3904;26;43
3968;24;44
4032;26;44
