round;minSpace;maxSpace
128;51;70
256;50;71
384;52;72
512;49;72
640;52;71
768;49;72
896;51;71
1024;47;71
1152;50;69
1280;48;70
1408;50;70
1536;46;70
1664;49;68
1792;46;69
1920;48;68
2048;43;68
2176;46;65
2304;44;66
2432;46;66
2560;43;66
2688;46;65
2816;43;66
2944;45;65
3072;40;65
3200;43;62
3328;41;63
3456;43;63
3584;39;63
3712;42;61
3840;39;62
3968;41;61
4096;34;61
4224;37;56
4352;35;57
4480;37;57
4608;34;57
4736;37;56
4864;34;57
4992;36;56
5120;32;56
5248;35;54
5376;33;55
5504;35;55
5632;31;55
5760;34;53
5888;31;54
6016;33;53
6144;27;53
6272;30;49
6400;28;50
6528;30;50
6656;27;50
6784;30;49
6912;27;50
7040;29;49
7168;24;49
7296;27;46
7424;25;47
7552;27;47
7680;23;47
7808;26;45
7936;23;46
8064;25;45
