round;minSpace;maxSpace
64;78;93
128;77;94
192;77;94
256;75;93
320;76;92
384;74;92
448;74;91
512;71;90
576;72;88
640;71;88
704;71;88
768;68;87
832;69;85
896;67;85
960;67;84
1024;63;83
1088;64;80
1152;63;80
1216;63;80
1280;61;79
1344;62;78
1408;60;78
1472;60;77
1536;56;76
1600;57;73
1664;56;73
1728;56;73
1792;53;72
1856;54;70
1920;52;70
1984;52;69
2048;46;68
2112;47;63
2176;46;63
2240;46;63
2304;44;62
2368;45;61
2432;43;61
2496;43;60
2560;40;59
2624;41;57
2688;40;57
2752;40;57
2816;37;56
2880;38;54
2944;36;54
3008;36;53
3072;31;52
3136;32;48
3200;31;48
3264;31;48
3328;29;47
3392;30;46
3456;28;46
3520;28;45
3584;24;44
3648;25;41
3712;24;41
3776;24;41
3840;21;40
3904;22;38
3968;20;38
4032;20;37
