round;minSpace;maxSpace
4;28;32
8;27;33
12;29;35
16;26;34
20;30;35
24;28;36
28;30;36
32;25;36
36;29;34
40;28;35
44;30;36
48;25;36
52;29;34
56;27;35
60;29;35
64;23;35
68;27;32
72;26;33
76;28;34
80;24;34
84;28;33
88;26;34
92;28;34
96;22;34
100;26;31
104;25;32
108;27;33
112;22;33
116;26;31
120;24;32
124;26;32
128;18;32
132;22;27
136;21;28
140;23;29
144;19;29
148;23;28
152;21;29
156;23;29
160;18;29
164;22;27
168;21;28
172;23;29
176;18;29
180;22;27
184;20;28
188;22;28
192;15;28
196;19;24
200;18;25
204;20;26
208;16;26
212;20;25
216;18;26
220;20;26
224;14;26
228;18;23
232;17;24
236;19;25
240;14;25
244;18;23
248;16;24
252;18;24
