round;minSpace;maxSpace
8;25;31
16;24;34
24;26;36
32;23;35
40;28;36
48;25;37
56;27;37
64;22;36
72;28;36
80;26;37
88;29;38
96;24;38
104;29;37
112;26;38
120;29;38
128;21;38
136;27;35
144;25;36
152;28;37
160;24;37
168;29;37
176;26;38
184;29;38
192;21;38
200;27;35
208;25;36
216;28;37
224;23;37
232;28;36
240;25;37
248;28;37
256;18;37
264;24;32
272;22;33
280;25;34
288;21;34
296;26;34
304;23;35
312;26;35
320;19;35
328;25;33
336;23;34
344;26;35
352;21;35
360;26;34
368;23;35
376;26;35
384;17;35
392;23;31
400;21;32
408;24;33
416;20;33
424;25;33
432;22;34
440;25;34
448;17;34
456;23;31
464;21;32
472;24;33
480;19;33
488;24;32
496;21;33
504;24;33
