round;minSpace;maxSpace
1024;38;66
2048;37;67
3072;39;71
4096;36;68
5120;41;71
6144;38;73
7168;40;72
8192;35;69
9216;41;71
10240;40;73
11264;42;74
12288;37;74
13312;42;72
14336;39;74
15360;41;73
16384;34;70
17408;41;71
18432;40;73
19456;42;74
20480;38;74
21504;43;73
22528;41;75
23552;43;75
24576;36;75
25600;42;72
26624;41;74
27648;43;75
28672;38;75
29696;43;73
30720;41;75
31744;43;75
32768;32;75
33792;39;69
34816;38;71
35840;40;72
36864;36;72
37888;41;71
38912;39;73
39936;41;73
40960;35;73
41984;41;71
43008;40;73
44032;42;74
45056;37;74
46080;42;72
47104;40;74
48128;42;74
49152;32;74
50176;39;69
51200;38;71
52224;40;72
53248;36;72
54272;41;71
55296;39;73
56320;41;73
57344;34;73
58368;40;70
59392;39;72
60416;41;73
61440;36;73
62464;41;71
63488;39;73
64512;41;73
