round;minSpace;maxSpace
4;22;26
8;21;27
12;23;30
16;20;28
20;25;30
24;22;32
28;24;31
32;19;29
36;25;30
40;24;32
44;26;33
48;21;33
52;26;31
56;23;33
60;25;32
64;18;30
68;25;30
72;24;32
76;26;33
80;22;33
84;27;32
88;25;34
92;27;34
96;20;34
100;26;31
104;25;33
108;27;34
112;22;34
116;27;32
120;25;34
124;27;34
128;16;34
132;23;28
136;22;30
140;24;31
144;20;31
148;25;30
152;23;32
156;25;32
160;19;32
164;25;30
168;24;32
172;26;33
176;21;33
180;26;31
184;24;33
188;26;33
192;16;33
196;23;28
200;22;30
204;24;31
208;20;31
212;25;30
216;23;32
220;25;32
224;18;32
228;24;29
232;23;31
236;25;32
240;20;32
244;25;30
248;23;32
252;25;32
