round;minSpace;maxSpace
1;18;18
2;17;19
3;19;19
4;16;20
5;21;21
6;18;21
7;20;20
8;15;21
9;21;22
10;20;23
11;22;23
12;17;22
13;22;22
14;19;22
15;21;21
16;14;22
17;21;22
18;20;23
19;22;23
20;18;23
21;23;24
22;21;24
23;23;24
24;16;23
25;22;23
26;21;24
27;23;24
28;18;23
29;23;24
30;21;24
31;22;24
32;12;22
33;19;20
34;18;21
35;20;21
36;16;21
37;21;22
38;19;22
39;21;22
40;15;22
41;21;22
42;20;23
43;22;23
44;17;22
45;22;23
46;20;23
47;21;23
48;12;21
49;19;20
50;18;21
51;20;21
52;16;21
53;21;22
54;19;22
55;21;22
56;14;21
57;20;21
58;19;22
59;21;22
60;16;21
61;21;22
62;19;22
63;20;22
