round;minSpace;maxSpace
128;33;51
256;32;55
384;34;57
512;31;56
640;36;57
768;33;58
896;35;58
1024;30;57
1152;36;57
1280;34;58
1408;37;59
1536;32;59
1664;37;58
1792;34;59
1920;37;59
2048;29;59
2176;35;56
2304;33;57
2432;36;58
2560;32;58
2688;37;58
2816;34;59
2944;37;59
3072;29;59
3200;35;56
3328;33;57
3456;36;58
3584;31;58
3712;36;57
3840;33;58
3968;36;58
4096;26;58
4224;32;53
4352;30;54
4480;33;55
4608;29;55
4736;34;55
4864;31;56
4992;34;56
5120;27;56
5248;33;54
5376;31;55
5504;34;56
5632;29;56
5760;34;55
5888;31;56
6016;34;56
6144;25;56
6272;31;52
6400;29;53
6528;32;54
6656;28;54
6784;33;54
6912;30;55
7040;33;55
7168;25;55
7296;31;52
7424;29;53
7552;32;54
7680;27;54
7808;32;53
7936;29;54
8064;32;54
