round;minSpace;maxSpace
512;37;61
1024;36;65
1536;38;67
2048;35;66
2560;40;67
3072;37;68
3584;39;68
4096;34;67
4608;40;67
5120;38;68
5632;41;69
6144;36;69
6656;41;68
7168;38;69
7680;41;69
8192;33;69
8704;39;66
9216;37;67
9728;40;68
10240;36;68
10752;41;68
11264;38;69
11776;41;69
12288;33;69
12800;39;66
13312;37;67
13824;40;68
14336;35;68
14848;40;67
15360;37;68
15872;40;68
16384;30;68
16896;36;63
17408;34;64
17920;37;65
18432;33;65
18944;38;65
19456;35;66
19968;38;66
20480;31;66
20992;37;64
21504;35;65
22016;38;66
22528;33;66
23040;38;65
23552;35;66
24064;38;66
24576;29;66
25088;35;62
25600;33;63
26112;36;64
26624;32;64
27136;37;64
27648;34;65
28160;37;65
28672;29;65
29184;35;62
29696;33;63
30208;36;64
30720;31;64
31232;36;63
31744;33;64
32256;36;64
