round;minSpace;maxSpace
8;507;515
16;499;509
24;492;501
32;483;494
40;477;485
48;468;479
56;461;470
64;451;463
72;445;453
80;437;447
88;430;439
96;420;432
104;414;422
112;405;416
120;398;407
128;387;400
136;381;389
144;373;383
152;366;375
160;357;368
168;351;359
176;342;353
184;335;344
192;324;337
200;318;326
208;310;320
216;303;312
224;293;305
232;287;295
240;278;289
248;271;280
256;258;273
264;252;260
272;244;254
280;237;246
288;228;239
296;222;230
304;213;224
312;206;215
320;196;208
328;190;198
336;182;192
344;175;184
352;165;177
360;159;167
368;150;161
376;143;152
384;131;145
392;125;133
400;117;127
408;110;119
416;101;112
424;95;103
432;86;97
440;79;88
448;68;81
456;62;70
464;54;64
472;47;56
480;37;49
488;31;39
496;22;33
504;15;24
