round;minSpace;maxSpace
256;34;56
512;33;57
768;35;61
1024;32;58
1280;37;61
1536;34;63
1792;36;62
2048;31;59
2304;37;61
2560;36;63
2816;38;64
3072;33;64
3328;38;62
3584;35;64
3840;37;63
4096;30;60
4352;37;61
4608;36;63
4864;38;64
5120;34;64
5376;39;63
5632;37;65
5888;39;65
6144;32;65
6400;38;62
6656;37;64
6912;39;65
7168;34;65
7424;39;63
7680;37;65
7936;39;65
8192;28;65
8448;35;59
8704;34;61
8960;36;62
9216;32;62
9472;37;61
9728;35;63
9984;37;63
10240;31;63
10496;37;61
10752;36;63
11008;38;64
11264;33;64
11520;38;62
11776;36;64
12032;38;64
12288;28;64
12544;35;59
12800;34;61
13056;36;62
13312;32;62
13568;37;61
13824;35;63
14080;37;63
14336;30;63
14592;36;60
14848;35;62
15104;37;63
15360;32;63
15616;37;61
15872;35;63
16128;37;63
