round;minSpace;maxSpace
64;30;45
128;29;47
192;31;51
256;28;48
320;33;51
384;30;53
448;32;52
512;27;49
576;33;51
640;32;53
704;34;54
768;29;54
832;34;52
896;31;54
960;33;53
1024;26;50
1088;33;51
1152;32;53
1216;34;54
1280;30;54
1344;35;53
1408;33;55
1472;35;55
1536;28;55
1600;34;52
1664;33;54
1728;35;55
1792;30;55
1856;35;53
1920;33;55
1984;35;55
2048;24;55
2112;31;49
2176;30;51
2240;32;52
2304;28;52
2368;33;51
2432;31;53
2496;33;53
2560;27;53
2624;33;51
2688;32;53
2752;34;54
2816;29;54
2880;34;52
2944;32;54
3008;34;54
3072;24;54
3136;31;49
3200;30;51
3264;32;52
3328;28;52
3392;33;51
3456;31;53
3520;33;53
3584;26;53
3648;32;50
3712;31;52
3776;33;53
3840;28;53
3904;33;51
3968;31;53
4032;33;53
