round;minSpace;maxSpace
4;70;74
8;69;75
12;69;75
16;67;74
20;68;73
24;66;73
28;66;72
32;63;71
36;64;69
40;63;69
44;63;69
48;60;68
52;61;66
56;59;66
60;59;65
64;55;64
68;56;61
72;55;61
76;55;61
80;53;60
84;54;59
88;52;59
92;52;58
96;48;57
100;49;54
104;48;54
108;48;54
112;45;53
116;46;51
120;44;51
124;44;50
128;38;49
132;39;44
136;38;44
140;38;44
144;36;43
148;37;42
152;35;42
156;35;41
160;32;40
164;33;38
168;32;38
172;32;38
176;29;37
180;30;35
184;28;35
188;28;34
192;23;33
196;24;29
200;23;29
204;23;29
208;21;28
212;22;27
216;20;27
220;20;26
224;16;25
228;17;22
232;16;22
236;16;22
240;13;21
244;14;19
248;12;19
252;12;18
