round;minSpace;maxSpace
256;82;103
512;81;104
768;81;104
1024;79;103
1280;80;102
1536;78;102
1792;78;101
2048;75;100
2304;76;98
2560;75;98
2816;75;98
3072;72;97
3328;73;95
3584;71;95
3840;71;94
4096;67;93
4352;68;90
4608;67;90
4864;67;90
5120;65;89
5376;66;88
5632;64;88
5888;64;87
6144;60;86
6400;61;83
6656;60;83
6912;60;83
7168;57;82
7424;58;80
7680;56;80
7936;56;79
8192;50;78
8448;51;73
8704;50;73
8960;50;73
9216;48;72
9472;49;71
9728;47;71
9984;47;70
10240;44;69
10496;45;67
10752;44;67
11008;44;67
11264;41;66
11520;42;64
11776;40;64
12032;40;63
12288;35;62
12544;36;58
12800;35;58
13056;35;58
13312;33;57
13568;34;56
13824;32;56
14080;32;55
14336;28;54
14592;29;51
14848;28;51
15104;28;51
15360;25;50
15616;26;48
15872;24;48
16128;24;47
