timePerAuthStepAvg;timePerAuthStepSum
5868912;375610396
7352964;470589710
9142550;585123212
7526778;481713822
11021263;705360894
9343649;597993573
9098210;582285486
7269055;465219573
10903920;697850918
10884444;696604476
10888157;696842060
10902036;697730329
10924887;699192810
9058305;579731522
9100648;582441477
7381981;472446809
10904393;697881197
10944026;700417710
10912868;698423597
10999759;703984627
10915370;698583700
10960182;701451709
10966645;701865310
10952357;700950877
11012492;704799509
11009173;704587072
10977084;702533436
10966028;701825792
11068714;708397730
11572357;740630869
11424617;731175530
11427736;731375143
11553282;739410077
11452913;732986440
11163487;714463195
11124006;711936426
11056110;707591056
11028921;705850963
11053873;707447894
11026315;705684189
10964729;701742658
11032200;706060844
11013141;704841081
10972290;702226570
11085215;709453797
10994251;703632091
11050585;707237496
11076155;708873946
11038751;706480084
11094235;710031093
10999976;703998489
10997458;703837349
11058243;707727560
10963999;701695967
11093682;709995693
11008114;704519331
11034766;706225048
11026820;705716518
11060856;707894838
11047250;707024025
11055484;707551029
11076636;708904729
11067102;708294589
10879441;696284258
