timePerAuthStep
7371763
7446440
7466577
7460391
7471712
7435019
7455360
7474611
7459935
7450042
7443274
7446352
7448163
7452546
7428835
7461356
7434320
7469535
7431633
7443850
7467037
7439707
7494757
7401269
7446628
7445632
7453049
7438312
7443188
7467203
7440651
7450410
7443799
7452712
7453051
7438376
7476074
7434538
7450754
7445549
7409481
7454607
7434098
7451537
7465215
7434903
7468369
7431488
7436002
7471762
7435079
7480882
7440987
7455262
7448786
7423210
7441820
7444656
7448039
7442479
7429078
7441733
7431044
7416475
