timePerAuthStepAvg;timePerAuthStepSum
4088154;65410474
5632645;90122333
5624980;89999692
5457276;87316421
5622575;89961204
5634089;90145425
5608078;89729260
5458751;87340024
5533094;88529514
5556442;88903086
5514236;88227782
5511510;88184162
5461189;87379025
5541914;88670628
5572671;89162741
5647495;90359924
5566449;89063190
5613595;89817527
5706956;91311306
5605352;89685640
5478668;87658694
5500413;88006609
5591433;89462933
5636494;90183912
5627193;90035099
5401246;86419942
5524948;88399170
5572895;89166331
5706411;91302587
5447045;87152728
5577354;89237665
5844706;93515298
5565166;89042662
5537905;88606488
5569111;89105782
5555609;88889744
5547591;88761456
5620458;89927336
5567796;89084743
5420393;86726295
5570073;89121178
5481554;87704878
5574723;89195582
5569239;89107835
5514909;88238554
5523312;88373001
5588739;89419831
5525461;88407382
5460836;87373380
5419848;86717571
5511959;88191345
5471291;87540668
5491977;87871646
5585147;89362355
5601055;89616880
5499418;87990702
5472125;87554008
5544287;88708605
5593646;89498341
5551760;88828165
5685019;90960310
5427032;86832514
5564460;89031373
5252977;84047638
