timePerAuthStepAvg;timePerAuthStepSum
5742452;367516958
7360372;471063869
9182126;587656126
7525888;481656868
9235069;591044468
9340939;597820130
9183890;587769020
9106108;582790933
9171543;586978768
9198692;588716299
9129216;584269838
9162242;586383507
9145741;585327442
9128061;584195943
9207215;589261780
9206950;589244845
9169033;586818150
9189391;588121044
9192398;588313476
9193440;588380184
9262258;592784568
9182632;587688454
9109612;583015181
9098435;582299846
9127331;584149245
9176714;587309750
9151754;585712308
9197697;588652669
9142726;585134496
9146527;585377732
9064631;580136395
9207503;589280252
9154969;585918079
9144859;585270996
9181180;587595575
9192045;588290894
9226290;590482568
9198972;588734259
9155154;585929884
9144506;585248417
9185326;587860875
9160799;586291142
9160654;586281904
9120612;583719224
9091138;581832874
9139888;584952842
9164503;586528218
9194643;588457157
9149445;585564517
9231004;590784302
9130170;584330901
9141122;585031867
9179697;587500640
9143183;585163745
9116355;583446740
9192758;588336564
9219707;590061271
9182431;587675627
9213373;589655881
9294483;594846927
9136328;584725004
9214832;589749273
9174966;587197882
9000503;576032206
