timePerAuthStepAvg;timePerAuthStepSum
4444185;71106972
5762890;92206246
7427267;118836278
5662120;90593922
9574070;153185134
7426978;118831655
7475439;119607029
5596981;89551710
9208834;147341359
9131092;146097478
9439079;151025279
9247513;147960223
9360375;149766003
7471013;119536217
7369729;117915679
5548713;88779420
9434974;150959595
9288598;148617570
9024966;144399458
9230419;147686710
9296487;148743801
9128109;146049754
9102484;145639748
9509445;152151133
9088629;145418065
9196743;147147896
9085133;145362131
9129488;146071822
9181092;146897484
9258097;148129560
9284300;148548806
9260438;148167022
9164896;146638344
9099661;145594590
9265025;148240401
9137699;146203188
9056011;144896190
9202805;147244887
9191067;147057072
9162042;146592672
9095813;145533011
9088532;145416525
9201298;147220770
9150239;146403832
9113036;145808576
9336513;149384219
9117429;145878874
9055883;144894135
9144274;146308385
9224421;147590748
9261047;148176766
9117686;145882983
9245396;147926350
9235711;147771378
9248925;147982800
9170091;146721471
9233915;147742644
9198443;147175099
9204537;147272597
9061303;144980861
9163036;146608576
9186127;146978045
9148699;146379198
8706587;139305397
