timePerAuthStepAvg;timePerAuthStepSum
5342843;341941972
5759538;368610486
5562729;356014656
5555681;355563596
5633415;360538604
5591369;357847634
5532132;354056468
5625678;360043410
5549932;355195665
5542876;354744091
5534754;354224267
5578973;357054303
5478499;350623992
5480352;350742532
5514973;352958321
5501271;352081345
5525228;353614644
5485868;351095581
5502746;352175765
5547158;355018115
5512472;352798219
5627265;360145017
5529125;353864033
5575822;356852633
5508920;352570893
5528516;353825035
5498793;351922781
5593630;357992344
5508294;352530866
5550140;355209005
5546484;354975010
5539099;354502394
5568862;356407218
5590872;357815821
5554686;355499965
5572422;356635057
5556058;355587714
5561742;355951538
5623850;359926416
5585243;357455586
5599515;358368997
5559738;355823249
5598168;358282786
5568518;356385152
5591016;357825057
5521636;353384752
5603243;358607613
5588619;357671623
5561814;355956157
5600028;358401839
5580496;357151801
5580095;357126143
5559810;355827868
5608728;358958609
5585195;357452507
5563394;356057247
5599740;358383365
5542932;354747684
5546588;354981681
5604390;358680995
5530745;353967692
5610548;359075094
5485082;351045290
5489460;351325473
