timePerInitStep
1845065
1828359
1811300
1812843
1822425
1828512
1818859
1822610
1819518
1810588
1825358
1812687
1822587
1825518
1805592
1824987
1823639
1825193
1818454
1837388
1819804
1830627
1818580
1821493
1823335
1821614
1835683
1827084
1823480
1823856
1817517
1822367
1822423
1820154
1826522
1819727
1823125
1833756
1813134
1821161
1822726
1815095
1824345
1824724
1827190
1808355
1817837
1824890
1833179
1821984
1831863
1816942
1824044
1823591
1824932
1816090
1825410
1823544
1820968
1826311
1827175
1821701
1827460
