timePerAuthStep
9388156
11066875
12946059
11137847
14790134
12964556
12995643
11120881
14771300
14795646
14796181
14746001
14816878
12936086
12887536
11105674
14744621
14724071
14728320
14726249
14747548
14750343
14774396
14782246
14778339
14786763
14772113
14803848
14788087
14783359
14768399
14779747
14812772
14803847
14772526
14808161
14767554
14771751
14752275
14837937
14804639
14794808
14768420
14784247
14784141
14799335
14771147
14814810
14776860
14774089
14739993
14796437
14815736
14766221
14720021
14734312
14747649
14722056
14723806
14751917
14787707
14776050
14751523
14791448
