timePerAuthStep
8851991
9312298
9268094
9292767
9259021
9282581
9258831
9302917
9274917
9293056
9274659
9297524
9272127
9317666
9257506
9298441
9266672
9291105
9284264
9271510
9299787
9268875
9291031
9267875
9286643
9265318
9301179
9257114
9305273
9282211
9288350
9286431
9291496
9295572
9277057
9289145
9278967
9261179
9269281
9288105
9257989
9292243
9244125
9310549
9277162
9314756
9266593
9312611
9285181
9297867
9263906
9301416
9278478
9280048
9262695
9314122
9274661
9299998
9249276
9267726
9280437
9295207
9309216
9264496
