timePerInitStep
1833957;117373281
1801957;115325284
1781399;114009564
1842199;117900794
1804346;115478206
1809719;115822016
1804186;115467948
1803128;115400202
1816622;116263841
1800987;115263199
1780597;113958245
1802695;115372495
1816213;116237673
1798261;115088720
1819116;116423429
1798565;115108219
1799672;115179038
1849175;118347241
1819356;116438828
1827960;116989440
1809727;115822531
1808083;115717335
1803994;115455628
1785536;114274351
1815740;116207394
1825771;116849347
1894637;121256813
1818931;116411630
1797243;115023554
1796537;114978397
1815379;116184304
1793835;114805463
1800474;115230354
2055599;131558339
1807201;115660889
1802302;115347353
1779843;113910013
1882386;120472716
1815107;116166857
1785697;114284615
1787236;114383140
1795527;114913738
1791590;114661780
1840323;117780719
1779940;113916172
1792472;114718228
1813776;116081674
1795447;114908608
1758395;112537332
1809895;115833307
1782762;114096801
1822668;116650759
1819909;116474236
1805958;115581350
1776059;113667805
1870327;119700936
1783917;114170694
1802005;115328366
1774792;113586729
1796681;114987634
1825041;116802651
1792448;114716689
1813254;116048317
