timePerInitStep
1877608
1835471
1818557
1813696
1830126
1813250
1817899
1822682
1820214
1824467
1819206
1822007
1822732
1824421
1812243
1816045
1812700
1818094
1831106
1820764
1817783
1813857
1816925
1813254
1825248
1822383
1812840
1819186
1815447
1852015
1818974
1820382
1820505
1819123
1820419
1825864
1813057
1822175
1818738
1818764
1829118
1822169
1820977
1824513
1826179
1818623
1811986
1817166
1821855
1819423
1861042
1824971
1813123
1826755
1823932
1822055
1826235
1829401
1822512
1824502
1842717
1856502
1838043
