timePerInitStep
1870054;29920873
1842472;29479560
1791927;28670834
1830862;29293802
1751259;28020157
1804242;28867883
1794075;28705214
1794428;28710860
1862517;29800282
1790163;28642611
1779354;28469676
1785063;28561019
1822427;29158841
1835031;29360511
1795038;28720610
1777430;28438886
1802478;28839658
1869028;29904452
1802991;28847871
1800939;28815029
1745839;27933435
1746256;27940104
1870535;29928570
1791413;28662619
1743145;27890330
1807353;28917659
1856584;29705349
1825346;29205538
1734101;27745621
1851292;29620675
1877911;30046591
1830670;29290723
1763447;28215156
1808027;28928437
1774095;28385522
1806808;28908932
1824191;29187064
1804659;28874557
1818803;29100855
1771048;28336772
1840484;29447747
1719316;27509057
1794300;28708807
1795807;28732926
1850298;29604770
1814954;29039279
1826917;29230680
1833364;29333826
1834454;29351275
1783780;28540493
1772876;28366020
1801709;28827346
1827174;29234789
1793274;28692384
1806263;28900208
1759438;28151009
1831696;29307144
1792023;28672373
1791862;28669806
1768867;28301879
1821112;29137802
1815115;29041844
1811234;28979750
