timePerAuthStepAvg;timePerAuthStepSum
3617369;57877913
3824362;61189794
4318880;69102087
3695977;59135645
3814387;61030205
3644117;58305878
3817434;61078954
4039757;64636122
3810378;60966060
3711789;59388631
3664900;58638404
3760442;60167082
3702456;59239303
3870417;61926679
3716696;59467144
3720320;59525129
3699858;59197738
3677793;58844689
3719615;59513840
3831289;61300637
3854605;61673695
3763425;60214807
3760955;60175292
3747614;59961824
3847197;61555159
3897743;62363888
3815157;61042519
3655855;58493693
3698768;59180290
3762206;60195306
3673431;58774901
3688376;59014029
3714483;59431735
3867915;61886651
3770705;60331292
3866825;61869207
3752681;60042898
3665220;58643531
3814676;61034823
3700147;59202356
3731385;59702166
3805984;60895758
3884561;62152983
3809769;60956311
3714868;59437893
3668299;58692795
3802841;60845469
3816248;61059968
3787351;60597617
3735041;59760663
3684271;58948345
3726189;59619035
3811661;60986585
3746876;59950020
3751430;60022884
3743155;59890494
3786453;60583249
3689114;59025833
3707780;59324485
3732828;59725259
3702360;59237769
3744246;59907941
3747228;59955662
3668877;58702034
