timePerInitStep
1868926
1865174
1843705
1809847
1816114
1830582
1808113
1813326
1821008
1819453
1825820
1826580
1836550
1827366
1821356
1820754
1824510
1822841
1821330
1822905
1822724
1822584
1837832
1832307
1826599
1824905
1816962
1823932
1836860
1830181
1822545
1823953
1831580
1842673
1833217
1829441
1831524
1825189
1820678
1829477
1831336
1820559
1824849
1831561
1843116
1827444
1821959
1825377
1827331
1824838
1826945
1824492
1822974
1824380
1838537
1831994
1825229
1818767
1823772
1816102
1824122
1842624
1829227
