timePerAuthStepAvg;timePerAuthStepSum
9243336;9465176487
11099078;11365456658
12770512;13077004631
10987428;11251126897
12777723;13084388359
12789141;13096081039
12877304;13186359906
12764505;13070853470
12786135;13093003160
12776526;13083163479
12762476;13068776230
12899342;13208926779
12771739;13078261319
12779700;13086413784
12794655;13101727275
12780414;13087143997
12847070;13155399898
12731255;13036805847
12726039;13031464957
12744899;13050776883
12713421;13018543783
12896462;13205977708
12782126;13088897459
12789505;13096454127
12783690;13090498984
12792970;13100002045
12893544;13202989102
12778072;13084746541
12797643;13104786691
12774144;13080723943
12809082;13116500407
12907388;13217165449
12787554;13094455384
12809097;13116515800
12794418;13101484038
12800993;13108217597
12876575;13185613801
12732642;13038225729
12754611;13060721801
12741162;13046950854
12768971;13075427205
12893890;13203343702
12745899;13051800647
12723584;13028951024
12735005;13040645743
12725930;13031353051
12882497;13191677173
12759324;13065547991
12764790;13071144966
12753934;13060028536
12762183;13068476036
12849608;13157999538
12715653;13020829312
12751031;13057055843
12747030;13052959338
12734847;13040483599
12889865;13199222075
12732163;13037735648
12788502;13095426284
12751598;13057637247
12762626;13068929677
12863343;13172064030
12733355;13038956461
12738188;13043904746
