round;hashValues;maxHashValuesBlock;maxHashValues;leafValues;maxLeafValuesBlock;maxLeafValues
16;58;6;6;23;2;2
32;89;11;11;39;3;3
48;89;11;11;39;3;3
64;90;12;12;39;3;3
80;89;11;12;39;3;3
96;90;12;12;39;3;3
112;89;11;12;39;3;3
128;91;13;13;39;3;3
144;89;11;13;39;3;3
160;90;12;13;39;3;3
176;89;11;13;39;3;3
192;91;13;13;39;3;3
208;89;11;13;39;3;3
224;90;12;13;39;3;3
240;89;11;13;39;3;3
256;92;14;14;39;3;3
272;58;6;14;23;2;3
288;89;11;14;39;3;3
304;89;11;14;39;3;3
320;90;12;14;39;3;3
336;89;11;14;39;3;3
352;90;12;14;39;3;3
368;89;11;14;39;3;3
384;91;13;14;39;3;3
400;89;11;14;39;3;3
416;90;12;14;39;3;3
432;89;11;14;39;3;3
448;91;13;14;39;3;3
464;89;11;14;39;3;3
480;90;12;14;39;3;3
496;89;11;14;39;3;3
512;92;14;14;39;3;3
528;58;6;14;23;2;3
544;89;11;14;39;3;3
560;89;11;14;39;3;3
576;90;12;14;39;3;3
592;89;11;14;39;3;3
608;90;12;14;39;3;3
624;89;11;14;39;3;3
640;91;13;14;39;3;3
656;89;11;14;39;3;3
672;90;12;14;39;3;3
688;89;11;14;39;3;3
704;91;13;14;39;3;3
720;89;11;14;39;3;3
736;90;12;14;39;3;3
752;89;11;14;39;3;3
768;92;14;14;39;3;3
784;58;6;14;23;2;3
800;89;11;14;39;3;3
816;89;11;14;39;3;3
832;90;12;14;39;3;3
848;89;11;14;39;3;3
864;90;12;14;39;3;3
880;89;11;14;39;3;3
896;91;13;14;39;3;3
912;89;11;14;39;3;3
928;90;12;14;39;3;3
944;89;11;14;39;3;3
960;91;13;14;39;3;3
976;89;11;14;39;3;3
992;90;12;14;39;3;3
1008;89;11;14;39;3;3
1024;92;14;14;39;3;3
1040;58;6;14;23;2;3
1056;89;11;14;39;3;3
1072;89;11;14;39;3;3
1088;90;12;14;39;3;3
1104;89;11;14;39;3;3
1120;90;12;14;39;3;3
1136;89;11;14;39;3;3
1152;91;13;14;39;3;3
1168;89;11;14;39;3;3
1184;90;12;14;39;3;3
1200;89;11;14;39;3;3
1216;91;13;14;39;3;3
1232;89;11;14;39;3;3
1248;90;12;14;39;3;3
1264;89;11;14;39;3;3
1280;92;14;14;39;3;3
1296;58;6;14;23;2;3
1312;89;11;14;39;3;3
1328;89;11;14;39;3;3
1344;90;12;14;39;3;3
1360;89;11;14;39;3;3
1376;90;12;14;39;3;3
1392;89;11;14;39;3;3
1408;91;13;14;39;3;3
1424;89;11;14;39;3;3
1440;90;12;14;39;3;3
1456;89;11;14;39;3;3
1472;91;13;14;39;3;3
1488;89;11;14;39;3;3
1504;90;12;14;39;3;3
1520;89;11;14;39;3;3
1536;92;14;14;39;3;3
1552;58;6;14;23;2;3
1568;89;11;14;39;3;3
1584;89;11;14;39;3;3
1600;90;12;14;39;3;3
1616;89;11;14;39;3;3
1632;90;12;14;39;3;3
1648;89;11;14;39;3;3
1664;91;13;14;39;3;3
1680;89;11;14;39;3;3
1696;90;12;14;39;3;3
1712;89;11;14;39;3;3
1728;91;13;14;39;3;3
1744;89;11;14;39;3;3
1760;90;12;14;39;3;3
1776;89;11;14;39;3;3
1792;92;14;14;39;3;3
1808;58;6;14;23;2;3
1824;89;11;14;39;3;3
1840;89;11;14;39;3;3
1856;90;12;14;39;3;3
1872;89;11;14;39;3;3
1888;90;12;14;39;3;3
1904;89;11;14;39;3;3
1920;91;13;14;39;3;3
1936;89;11;14;39;3;3
1952;90;12;14;39;3;3
1968;89;11;14;39;3;3
1984;91;13;14;39;3;3
2000;89;11;14;39;3;3
2016;90;12;14;39;3;3
2032;89;11;14;39;3;3
2048;92;14;14;39;3;3
2064;58;6;14;23;2;3
2080;89;11;14;39;3;3
2096;89;11;14;39;3;3
2112;90;12;14;39;3;3
2128;89;11;14;39;3;3
2144;90;12;14;39;3;3
2160;89;11;14;39;3;3
2176;91;13;14;39;3;3
2192;89;11;14;39;3;3
2208;90;12;14;39;3;3
2224;89;11;14;39;3;3
2240;91;13;14;39;3;3
2256;89;11;14;39;3;3
2272;90;12;14;39;3;3
2288;89;11;14;39;3;3
2304;92;14;14;39;3;3
2320;58;6;14;23;2;3
2336;89;11;14;39;3;3
2352;89;11;14;39;3;3
2368;90;12;14;39;3;3
2384;89;11;14;39;3;3
2400;90;12;14;39;3;3
2416;89;11;14;39;3;3
2432;91;13;14;39;3;3
2448;89;11;14;39;3;3
2464;90;12;14;39;3;3
2480;89;11;14;39;3;3
2496;91;13;14;39;3;3
2512;89;11;14;39;3;3
2528;90;12;14;39;3;3
2544;89;11;14;39;3;3
2560;92;14;14;39;3;3
2576;58;6;14;23;2;3
2592;89;11;14;39;3;3
2608;89;11;14;39;3;3
2624;90;12;14;39;3;3
2640;89;11;14;39;3;3
2656;90;12;14;39;3;3
2672;89;11;14;39;3;3
2688;91;13;14;39;3;3
2704;89;11;14;39;3;3
2720;90;12;14;39;3;3
2736;89;11;14;39;3;3
2752;91;13;14;39;3;3
2768;89;11;14;39;3;3
2784;90;12;14;39;3;3
2800;89;11;14;39;3;3
2816;92;14;14;39;3;3
2832;58;6;14;23;2;3
2848;89;11;14;39;3;3
2864;89;11;14;39;3;3
2880;90;12;14;39;3;3
2896;89;11;14;39;3;3
2912;90;12;14;39;3;3
2928;89;11;14;39;3;3
2944;91;13;14;39;3;3
2960;89;11;14;39;3;3
2976;90;12;14;39;3;3
2992;89;11;14;39;3;3
3008;91;13;14;39;3;3
3024;89;11;14;39;3;3
3040;90;12;14;39;3;3
3056;89;11;14;39;3;3
3072;92;14;14;39;3;3
3088;58;6;14;23;2;3
3104;89;11;14;39;3;3
3120;89;11;14;39;3;3
3136;90;12;14;39;3;3
3152;89;11;14;39;3;3
3168;90;12;14;39;3;3
3184;89;11;14;39;3;3
3200;91;13;14;39;3;3
3216;89;11;14;39;3;3
3232;90;12;14;39;3;3
3248;89;11;14;39;3;3
3264;91;13;14;39;3;3
3280;89;11;14;39;3;3
3296;90;12;14;39;3;3
3312;89;11;14;39;3;3
3328;92;14;14;39;3;3
3344;58;6;14;23;2;3
3360;89;11;14;39;3;3
3376;89;11;14;39;3;3
3392;90;12;14;39;3;3
3408;89;11;14;39;3;3
3424;90;12;14;39;3;3
3440;89;11;14;39;3;3
3456;91;13;14;39;3;3
3472;89;11;14;39;3;3
3488;90;12;14;39;3;3
3504;89;11;14;39;3;3
3520;91;13;14;39;3;3
3536;89;11;14;39;3;3
3552;90;12;14;39;3;3
3568;89;11;14;39;3;3
3584;92;14;14;39;3;3
3600;58;6;14;23;2;3
3616;89;11;14;39;3;3
3632;89;11;14;39;3;3
3648;90;12;14;39;3;3
3664;89;11;14;39;3;3
3680;90;12;14;39;3;3
3696;89;11;14;39;3;3
3712;91;13;14;39;3;3
3728;89;11;14;39;3;3
3744;90;12;14;39;3;3
3760;89;11;14;39;3;3
3776;91;13;14;39;3;3
3792;89;11;14;39;3;3
3808;90;12;14;39;3;3
3824;89;11;14;39;3;3
3840;92;14;14;39;3;3
3856;58;6;14;23;2;3
3872;58;6;14;23;2;3
3888;58;6;14;23;2;3
3904;58;6;14;23;2;3
3920;58;6;14;23;2;3
3936;58;6;14;23;2;3
3952;58;6;14;23;2;3
3968;58;6;14;23;2;3
3984;58;6;14;23;2;3
4000;58;6;14;23;2;3
4016;58;6;14;23;2;3
4032;58;6;14;23;2;3
4048;58;6;14;23;2;3
4064;58;6;14;23;2;3
4080;58;6;14;23;2;3
