round;hashValues;maxHashValuesBlock;maxHashValues;leafValues;maxLeafValuesBlock;maxLeafValues
16;191;16;16;28;4;4
32;225;18;18;40;4;4
48;272;20;20;56;4;4
64;225;18;20;40;4;4
80;272;20;20;56;4;4
96;272;20;20;56;4;4
112;272;20;20;56;4;4
128;273;21;21;56;4;4
144;272;20;21;56;4;4
160;272;20;21;56;4;4
176;272;20;21;56;4;4
192;273;21;21;56;4;4
208;272;20;21;56;4;4
224;272;20;21;56;4;4
240;272;20;21;56;4;4
256;273;21;21;56;4;4
272;272;20;21;56;4;4
288;272;20;21;56;4;4
304;272;20;21;56;4;4
320;273;21;21;56;4;4
336;272;20;21;56;4;4
352;272;20;21;56;4;4
368;272;20;21;56;4;4
384;273;21;21;56;4;4
400;272;20;21;56;4;4
416;272;20;21;56;4;4
432;272;20;21;56;4;4
448;273;21;21;56;4;4
464;272;20;21;56;4;4
480;272;20;21;56;4;4
496;272;20;21;56;4;4
512;273;21;21;56;4;4
528;272;20;21;56;4;4
544;272;20;21;56;4;4
560;272;20;21;56;4;4
576;273;21;21;56;4;4
592;272;20;21;56;4;4
608;272;20;21;56;4;4
624;272;20;21;56;4;4
640;273;21;21;56;4;4
656;272;20;21;56;4;4
672;272;20;21;56;4;4
688;272;20;21;56;4;4
704;273;21;21;56;4;4
720;272;20;21;56;4;4
736;272;20;21;56;4;4
752;272;20;21;56;4;4
768;273;21;21;56;4;4
784;272;20;21;56;4;4
800;272;20;21;56;4;4
816;272;20;21;56;4;4
832;273;21;21;56;4;4
848;272;20;21;56;4;4
864;272;20;21;56;4;4
880;272;20;21;56;4;4
896;273;21;21;56;4;4
912;272;20;21;56;4;4
928;272;20;21;56;4;4
944;272;20;21;56;4;4
960;273;21;21;56;4;4
976;272;20;21;56;4;4
992;272;20;21;56;4;4
1008;272;20;21;56;4;4
