round;hashValues;maxHashValuesBlock;maxHashValues;leafValues;maxLeafValuesBlock;maxLeafValues
1;7;7;7;2;2;2
2;8;8;8;2;2;2
3;7;7;8;2;2;2
4;10;10;10;3;3;3
5;10;10;10;3;3;3
6;8;8;10;2;2;3
7;7;7;10;2;2;3
8;10;10;10;3;3;3
9;12;12;12;4;4;4
10;11;11;12;3;3;4
11;13;13;13;4;4;4
12;10;10;13;3;3;4
13;10;10;13;3;3;4
14;8;8;13;2;2;4
15;7;7;13;2;2;4
16;10;10;13;3;3;4
17;12;12;13;4;4;4
18;11;11;13;3;3;4
19;13;13;13;4;4;4
20;10;10;13;3;3;4
21;12;12;13;4;4;4
22;11;11;13;3;3;4
23;13;13;13;4;4;4
24;10;10;13;3;3;4
25;12;12;13;4;4;4
26;11;11;13;3;3;4
27;13;13;13;4;4;4
28;10;10;13;3;3;4
29;12;12;13;4;4;4
30;11;11;13;3;3;4
31;14;14;14;4;4;4
32;10;10;14;3;3;4
33;12;12;14;4;4;4
34;11;11;14;3;3;4
35;13;13;14;4;4;4
36;10;10;14;3;3;4
37;12;12;14;4;4;4
38;11;11;14;3;3;4
39;13;13;14;4;4;4
40;10;10;14;3;3;4
41;12;12;14;4;4;4
42;11;11;14;3;3;4
43;13;13;14;4;4;4
44;10;10;14;3;3;4
45;12;12;14;4;4;4
46;11;11;14;3;3;4
47;14;14;14;4;4;4
48;10;10;14;3;3;4
49;12;12;14;4;4;4
50;11;11;14;3;3;4
51;13;13;14;4;4;4
52;10;10;14;3;3;4
53;12;12;14;4;4;4
54;11;11;14;3;3;4
55;13;13;14;4;4;4
56;10;10;14;3;3;4
57;12;12;14;4;4;4
58;11;11;14;3;3;4
59;13;13;14;4;4;4
60;10;10;14;3;3;4
61;12;12;14;4;4;4
62;11;11;14;3;3;4
63;14;14;14;4;4;4
