round;hashValues;maxHashValuesBlock;maxHashValues;leafValues;maxLeafValuesBlock;maxLeafValues
64;1174;29;29;166;6;6
128;1345;31;31;224;6;6
192;1536;32;32;288;6;6
256;1345;31;32;224;6;6
320;1727;32;32;352;6;6
384;1537;33;33;288;6;6
448;1536;32;33;288;6;6
512;1345;31;33;224;6;6
576;1727;32;33;352;6;6
640;1728;33;33;352;6;6
704;1728;33;33;352;6;6
768;1729;34;34;352;6;6
832;1727;32;34;352;6;6
896;1537;33;34;288;6;6
960;1536;32;34;288;6;6
1024;1345;31;34;224;6;6
1088;1727;32;34;352;6;6
1152;1728;33;34;352;6;6
1216;1728;33;34;352;6;6
1280;1729;34;34;352;6;6
1344;1727;32;34;352;6;6
1408;1728;33;34;352;6;6
1472;1728;33;34;352;6;6
1536;1729;34;34;352;6;6
1600;1727;32;34;352;6;6
1664;1728;33;34;352;6;6
1728;1728;33;34;352;6;6
1792;1729;34;34;352;6;6
1856;1727;32;34;352;6;6
1920;1728;33;34;352;6;6
1984;1728;33;34;352;6;6
2048;1730;35;35;352;6;6
2112;1727;32;35;352;6;6
2176;1728;33;35;352;6;6
2240;1728;33;35;352;6;6
2304;1729;34;35;352;6;6
2368;1727;32;35;352;6;6
2432;1728;33;35;352;6;6
2496;1728;33;35;352;6;6
2560;1729;34;35;352;6;6
2624;1727;32;35;352;6;6
2688;1728;33;35;352;6;6
2752;1728;33;35;352;6;6
2816;1729;34;35;352;6;6
2880;1727;32;35;352;6;6
2944;1728;33;35;352;6;6
3008;1728;33;35;352;6;6
3072;1730;35;35;352;6;6
3136;1727;32;35;352;6;6
3200;1728;33;35;352;6;6
3264;1728;33;35;352;6;6
3328;1729;34;35;352;6;6
3392;1727;32;35;352;6;6
3456;1728;33;35;352;6;6
3520;1728;33;35;352;6;6
3584;1729;34;35;352;6;6
3648;1727;32;35;352;6;6
3712;1728;33;35;352;6;6
3776;1728;33;35;352;6;6
3840;1729;34;35;352;6;6
3904;1727;32;35;352;6;6
3968;1728;33;35;352;6;6
4032;1728;33;35;352;6;6
