round;hashValues;maxHashValuesBlock;maxHashValues;leafValues;maxLeafValuesBlock;maxLeafValues
1024;28192;42;42;4616;8;8
2048;31233;44;44;5632;8;8
3072;34304;45;45;6656;8;8
4096;31233;44;45;5632;8;8
5120;37375;45;45;7680;8;8
6144;34305;46;46;6656;8;8
7168;34304;45;46;6656;8;8
8192;31233;44;46;5632;8;8
9216;37375;45;46;7680;8;8
10240;37376;46;46;7680;8;8
11264;37376;46;46;7680;8;8
12288;37377;47;47;7680;8;8
13312;37375;45;47;7680;8;8
14336;34305;46;47;6656;8;8
15360;34304;45;47;6656;8;8
16384;31233;44;47;5632;8;8
17408;37375;45;47;7680;8;8
18432;37376;46;47;7680;8;8
19456;37376;46;47;7680;8;8
20480;37377;47;47;7680;8;8
21504;37375;45;47;7680;8;8
22528;37376;46;47;7680;8;8
23552;37376;46;47;7680;8;8
24576;37377;47;47;7680;8;8
25600;37375;45;47;7680;8;8
26624;37376;46;47;7680;8;8
27648;37376;46;47;7680;8;8
28672;37377;47;47;7680;8;8
29696;37375;45;47;7680;8;8
30720;37376;46;47;7680;8;8
31744;37376;46;47;7680;8;8
32768;37378;48;48;7680;8;8
33792;37375;45;48;7680;8;8
34816;37376;46;48;7680;8;8
35840;37376;46;48;7680;8;8
36864;37377;47;48;7680;8;8
37888;37375;45;48;7680;8;8
38912;37376;46;48;7680;8;8
39936;37376;46;48;7680;8;8
40960;37377;47;48;7680;8;8
41984;37375;45;48;7680;8;8
43008;37376;46;48;7680;8;8
44032;37376;46;48;7680;8;8
45056;37377;47;48;7680;8;8
46080;37375;45;48;7680;8;8
47104;37376;46;48;7680;8;8
48128;37376;46;48;7680;8;8
49152;37378;48;48;7680;8;8
50176;37375;45;48;7680;8;8
51200;37376;46;48;7680;8;8
52224;37376;46;48;7680;8;8
53248;37377;47;48;7680;8;8
54272;37375;45;48;7680;8;8
55296;37376;46;48;7680;8;8
56320;37376;46;48;7680;8;8
57344;37377;47;48;7680;8;8
58368;37375;45;48;7680;8;8
59392;37376;46;48;7680;8;8
60416;37376;46;48;7680;8;8
61440;37377;47;48;7680;8;8
62464;37375;45;48;7680;8;8
63488;37376;46;48;7680;8;8
64512;37376;46;48;7680;8;8
