round;hashValues;leafValues
4096;12058;18181
8192;12304;18432
12288;12304;18432
16384;12304;18432
20480;12304;18432
24576;12304;18432
28672;12304;18432
32768;12304;18432
36864;12304;18432
40960;12304;18432
45056;12304;18432
49152;12304;18432
53248;12304;18432
57344;12304;18432
61440;12304;18432
