round;hashValues;maxHashValuesBlock;maxHashValues;leafValues;maxLeafValuesBlock;maxLeafValues
128;2391;30;30;454;6;6
256;2753;31;31;576;6;6
384;3136;32;32;704;6;6
512;2753;31;32;576;6;6
640;3327;32;32;768;6;6
768;3329;33;33;768;6;6
896;3136;32;33;704;6;6
1024;2753;31;33;576;6;6
1152;3327;32;33;768;6;6
1280;3329;33;33;768;6;6
1408;3327;32;33;768;6;6
1536;3329;33;33;768;6;6
1664;3327;32;33;768;6;6
1792;3329;33;33;768;6;6
1920;3327;32;33;768;6;6
2048;3330;34;34;768;6;6
2176;3327;32;34;768;6;6
2304;3329;33;34;768;6;6
2432;3327;32;34;768;6;6
2560;3329;33;34;768;6;6
2688;3327;32;34;768;6;6
2816;3329;33;34;768;6;6
2944;3327;32;34;768;6;6
3072;3330;34;34;768;6;6
3200;3327;32;34;768;6;6
3328;3329;33;34;768;6;6
3456;3327;32;34;768;6;6
3584;3329;33;34;768;6;6
3712;3327;32;34;768;6;6
3840;3329;33;34;768;6;6
3968;3327;32;34;768;6;6
4096;3330;34;34;768;6;6
4224;3327;32;34;768;6;6
4352;3329;33;34;768;6;6
4480;3327;32;34;768;6;6
4608;3329;33;34;768;6;6
4736;3327;32;34;768;6;6
4864;3329;33;34;768;6;6
4992;3327;32;34;768;6;6
5120;3330;34;34;768;6;6
5248;3327;32;34;768;6;6
5376;3329;33;34;768;6;6
5504;3327;32;34;768;6;6
5632;3329;33;34;768;6;6
5760;3327;32;34;768;6;6
5888;3329;33;34;768;6;6
6016;3327;32;34;768;6;6
6144;3330;34;34;768;6;6
6272;3327;32;34;768;6;6
6400;3329;33;34;768;6;6
6528;3327;32;34;768;6;6
6656;3329;33;34;768;6;6
6784;3327;32;34;768;6;6
6912;3329;33;34;768;6;6
7040;3327;32;34;768;6;6
7168;3330;34;34;768;6;6
7296;3327;32;34;768;6;6
7424;3329;33;34;768;6;6
7552;3327;32;34;768;6;6
7680;3329;33;34;768;6;6
7808;3327;32;34;768;6;6
7936;3329;33;34;768;6;6
8064;3327;32;34;768;6;6
