round;hashValues;maxHashValuesBlock;maxHashValues;leafValues;maxLeafValuesBlock;maxLeafValues
512;12059;36;36;2311;7;7
1024;13569;37;37;2816;7;7
1536;15104;38;38;3328;7;7
2048;13569;37;38;2816;7;7
2560;15871;38;38;3584;7;7
3072;15873;39;39;3584;7;7
3584;15104;38;39;3328;7;7
4096;13569;37;39;2816;7;7
4608;15871;38;39;3584;7;7
5120;15873;39;39;3584;7;7
5632;15871;38;39;3584;7;7
6144;15873;39;39;3584;7;7
6656;15871;38;39;3584;7;7
7168;15873;39;39;3584;7;7
7680;15871;38;39;3584;7;7
8192;15874;40;40;3584;7;7
8704;15871;38;40;3584;7;7
9216;15873;39;40;3584;7;7
9728;15871;38;40;3584;7;7
10240;15873;39;40;3584;7;7
10752;15871;38;40;3584;7;7
11264;15873;39;40;3584;7;7
11776;15871;38;40;3584;7;7
12288;15874;40;40;3584;7;7
12800;15871;38;40;3584;7;7
13312;15873;39;40;3584;7;7
13824;15871;38;40;3584;7;7
14336;15873;39;40;3584;7;7
14848;15871;38;40;3584;7;7
15360;15873;39;40;3584;7;7
15872;15871;38;40;3584;7;7
16384;15874;40;40;3584;7;7
16896;15871;38;40;3584;7;7
17408;15873;39;40;3584;7;7
17920;15871;38;40;3584;7;7
18432;15873;39;40;3584;7;7
18944;15871;38;40;3584;7;7
19456;15873;39;40;3584;7;7
19968;15871;38;40;3584;7;7
20480;15874;40;40;3584;7;7
20992;15871;38;40;3584;7;7
21504;15873;39;40;3584;7;7
22016;15871;38;40;3584;7;7
22528;15873;39;40;3584;7;7
23040;15871;38;40;3584;7;7
23552;15873;39;40;3584;7;7
24064;15871;38;40;3584;7;7
24576;15874;40;40;3584;7;7
25088;15871;38;40;3584;7;7
25600;15873;39;40;3584;7;7
26112;15871;38;40;3584;7;7
26624;15873;39;40;3584;7;7
27136;15871;38;40;3584;7;7
27648;15873;39;40;3584;7;7
28160;15871;38;40;3584;7;7
28672;15874;40;40;3584;7;7
29184;15871;38;40;3584;7;7
29696;15873;39;40;3584;7;7
30208;15871;38;40;3584;7;7
30720;15873;39;40;3584;7;7
31232;15871;38;40;3584;7;7
31744;15873;39;40;3584;7;7
32256;15871;38;40;3584;7;7
