round;hashValues;maxHashValuesBlock;maxHashValues;leafValues;maxLeafValuesBlock;maxLeafValues
64;735;14;14;147;3;3
128;772;14;14;160;3;3
192;772;14;14;160;3;3
256;772;14;14;160;3;3
320;772;14;14;160;3;3
384;772;14;14;160;3;3
448;772;14;14;160;3;3
512;772;14;14;160;3;3
576;772;14;14;160;3;3
640;772;14;14;160;3;3
704;772;14;14;160;3;3
768;772;14;14;160;3;3
832;772;14;14;160;3;3
896;772;14;14;160;3;3
960;772;14;14;160;3;3
1024;772;14;14;160;3;3
1088;772;14;14;160;3;3
1152;772;14;14;160;3;3
1216;772;14;14;160;3;3
1280;772;14;14;160;3;3
1344;772;14;14;160;3;3
1408;772;14;14;160;3;3
1472;772;14;14;160;3;3
1536;772;14;14;160;3;3
1600;772;14;14;160;3;3
1664;772;14;14;160;3;3
1728;772;14;14;160;3;3
1792;772;14;14;160;3;3
1856;772;14;14;160;3;3
1920;772;14;14;160;3;3
1984;772;14;14;160;3;3
2048;772;14;14;160;3;3
2112;772;14;14;160;3;3
2176;772;14;14;160;3;3
2240;772;14;14;160;3;3
2304;772;14;14;160;3;3
2368;772;14;14;160;3;3
2432;772;14;14;160;3;3
2496;772;14;14;160;3;3
2560;772;14;14;160;3;3
2624;772;14;14;160;3;3
2688;772;14;14;160;3;3
2752;772;14;14;160;3;3
2816;772;14;14;160;3;3
2880;772;14;14;160;3;3
2944;772;14;14;160;3;3
3008;772;14;14;160;3;3
3072;772;14;14;160;3;3
3136;772;14;14;160;3;3
3200;772;14;14;160;3;3
3264;772;14;14;160;3;3
3328;772;14;14;160;3;3
3392;772;14;14;160;3;3
3456;772;14;14;160;3;3
3520;772;14;14;160;3;3
3584;772;14;14;160;3;3
3648;772;14;14;160;3;3
3712;772;14;14;160;3;3
3776;772;14;14;160;3;3
3840;772;14;14;160;3;3
3904;772;14;14;160;3;3
3968;772;14;14;160;3;3
4032;772;14;14;160;3;3
