round;hashValues;maxHashValuesBlock;maxHashValues;leafValues;maxLeafValuesBlock;maxLeafValues
2;15;8;8;4;2;2
4;17;10;10;5;3;3
6;18;10;10;5;3;3
8;17;10;10;5;3;3
10;23;12;12;7;4;4
12;23;13;13;7;4;4
14;18;10;13;5;3;4
16;17;10;13;5;3;4
18;23;12;13;7;4;4
20;23;13;13;7;4;4
22;23;12;13;7;4;4
24;23;13;13;7;4;4
26;23;12;13;7;4;4
28;23;13;13;7;4;4
30;23;12;13;7;4;4
32;24;14;14;7;4;4
34;23;12;14;7;4;4
36;23;13;14;7;4;4
38;23;12;14;7;4;4
40;23;13;14;7;4;4
42;23;12;14;7;4;4
44;23;13;14;7;4;4
46;23;12;14;7;4;4
48;24;14;14;7;4;4
50;23;12;14;7;4;4
52;23;13;14;7;4;4
54;23;12;14;7;4;4
56;23;13;14;7;4;4
58;23;12;14;7;4;4
60;23;13;14;7;4;4
62;23;12;14;7;4;4
64;24;14;14;7;4;4
66;23;12;14;7;4;4
68;23;13;14;7;4;4
70;23;12;14;7;4;4
72;23;13;14;7;4;4
74;23;12;14;7;4;4
76;23;13;14;7;4;4
78;23;12;14;7;4;4
80;24;14;14;7;4;4
82;23;12;14;7;4;4
84;23;13;14;7;4;4
86;23;12;14;7;4;4
88;23;13;14;7;4;4
90;23;12;14;7;4;4
92;23;13;14;7;4;4
94;23;12;14;7;4;4
96;24;14;14;7;4;4
98;23;12;14;7;4;4
100;23;13;14;7;4;4
102;23;12;14;7;4;4
104;23;13;14;7;4;4
106;23;12;14;7;4;4
108;23;13;14;7;4;4
110;23;12;14;7;4;4
112;24;14;14;7;4;4
114;23;12;14;7;4;4
116;23;13;14;7;4;4
118;23;12;14;7;4;4
120;23;13;14;7;4;4
122;23;12;14;7;4;4
124;23;13;14;7;4;4
126;23;12;14;7;4;4
