round;hashValues;maxHashValuesBlock;maxHashValues;leafValues;maxLeafValuesBlock;maxLeafValues
32;482;23;23;69;5;5
64;561;24;24;96;5;5
96;656;25;25;128;5;5
128;561;24;25;96;5;5
160;703;25;25;144;5;5
192;705;26;26;144;5;5
224;656;25;26;128;5;5
256;561;24;26;96;5;5
288;703;25;26;144;5;5
320;705;26;26;144;5;5
352;703;25;26;144;5;5
384;705;26;26;144;5;5
416;703;25;26;144;5;5
448;705;26;26;144;5;5
480;703;25;26;144;5;5
512;706;27;27;144;5;5
544;703;25;27;144;5;5
576;705;26;27;144;5;5
608;703;25;27;144;5;5
640;705;26;27;144;5;5
672;703;25;27;144;5;5
704;705;26;27;144;5;5
736;703;25;27;144;5;5
768;706;27;27;144;5;5
800;703;25;27;144;5;5
832;705;26;27;144;5;5
864;703;25;27;144;5;5
896;705;26;27;144;5;5
928;703;25;27;144;5;5
960;705;26;27;144;5;5
992;703;25;27;144;5;5
1024;706;27;27;144;5;5
1056;703;25;27;144;5;5
1088;705;26;27;144;5;5
1120;703;25;27;144;5;5
1152;705;26;27;144;5;5
1184;703;25;27;144;5;5
1216;705;26;27;144;5;5
1248;703;25;27;144;5;5
1280;706;27;27;144;5;5
1312;703;25;27;144;5;5
1344;705;26;27;144;5;5
1376;703;25;27;144;5;5
1408;705;26;27;144;5;5
1440;703;25;27;144;5;5
1472;705;26;27;144;5;5
1504;703;25;27;144;5;5
1536;706;27;27;144;5;5
1568;703;25;27;144;5;5
1600;705;26;27;144;5;5
1632;703;25;27;144;5;5
1664;705;26;27;144;5;5
1696;703;25;27;144;5;5
1728;705;26;27;144;5;5
1760;703;25;27;144;5;5
1792;706;27;27;144;5;5
1824;703;25;27;144;5;5
1856;705;26;27;144;5;5
1888;703;25;27;144;5;5
1920;705;26;27;144;5;5
1952;703;25;27;144;5;5
1984;705;26;27;144;5;5
2016;703;25;27;144;5;5
