round;hashValues;maxHashValuesBlock;maxHashValues;leafValues;maxLeafValuesBlock;maxLeafValues
1024;26140;38;38;4615;7;7
2048;29185;39;39;5632;7;7
3072;32256;40;40;6656;7;7
4096;29185;39;40;5632;7;7
5120;32256;40;40;6656;7;7
6144;32256;40;40;6656;7;7
7168;32256;40;40;6656;7;7
8192;32257;41;41;6656;7;7
9216;32256;40;41;6656;7;7
10240;32256;40;41;6656;7;7
11264;32256;40;41;6656;7;7
12288;32257;41;41;6656;7;7
13312;32256;40;41;6656;7;7
14336;32256;40;41;6656;7;7
15360;32256;40;41;6656;7;7
16384;32257;41;41;6656;7;7
17408;32256;40;41;6656;7;7
18432;32256;40;41;6656;7;7
19456;32256;40;41;6656;7;7
20480;32257;41;41;6656;7;7
21504;32256;40;41;6656;7;7
22528;32256;40;41;6656;7;7
23552;32256;40;41;6656;7;7
24576;32257;41;41;6656;7;7
25600;32256;40;41;6656;7;7
26624;32256;40;41;6656;7;7
27648;32256;40;41;6656;7;7
28672;32257;41;41;6656;7;7
29696;32256;40;41;6656;7;7
30720;32256;40;41;6656;7;7
31744;32256;40;41;6656;7;7
32768;32257;41;41;6656;7;7
33792;32256;40;41;6656;7;7
34816;32256;40;41;6656;7;7
35840;32256;40;41;6656;7;7
36864;32257;41;41;6656;7;7
37888;32256;40;41;6656;7;7
38912;32256;40;41;6656;7;7
39936;32256;40;41;6656;7;7
40960;32257;41;41;6656;7;7
41984;32256;40;41;6656;7;7
43008;32256;40;41;6656;7;7
44032;32256;40;41;6656;7;7
45056;32257;41;41;6656;7;7
46080;32256;40;41;6656;7;7
47104;32256;40;41;6656;7;7
48128;32256;40;41;6656;7;7
49152;32257;41;41;6656;7;7
50176;32256;40;41;6656;7;7
51200;32256;40;41;6656;7;7
52224;32256;40;41;6656;7;7
53248;32257;41;41;6656;7;7
54272;32256;40;41;6656;7;7
55296;32256;40;41;6656;7;7
56320;32256;40;41;6656;7;7
57344;32257;41;41;6656;7;7
58368;32256;40;41;6656;7;7
59392;32256;40;41;6656;7;7
60416;32256;40;41;6656;7;7
61440;32257;41;41;6656;7;7
62464;32256;40;41;6656;7;7
63488;32256;40;41;6656;7;7
64512;32256;40;41;6656;7;7
