round;hashValues;maxHashValuesBlock;maxHashValues;leafValues;maxLeafValuesBlock;maxLeafValues
32;416;18;18;68;4;4
64;497;20;20;96;4;4
96;544;20;20;112;4;4
128;545;21;21;112;4;4
160;544;20;21;112;4;4
192;545;21;21;112;4;4
224;544;20;21;112;4;4
256;545;21;21;112;4;4
288;544;20;21;112;4;4
320;545;21;21;112;4;4
352;544;20;21;112;4;4
384;545;21;21;112;4;4
416;544;20;21;112;4;4
448;545;21;21;112;4;4
480;544;20;21;112;4;4
512;545;21;21;112;4;4
544;544;20;21;112;4;4
576;545;21;21;112;4;4
608;544;20;21;112;4;4
640;545;21;21;112;4;4
672;544;20;21;112;4;4
704;545;21;21;112;4;4
736;544;20;21;112;4;4
768;545;21;21;112;4;4
800;544;20;21;112;4;4
832;545;21;21;112;4;4
864;544;20;21;112;4;4
896;545;21;21;112;4;4
928;544;20;21;112;4;4
960;545;21;21;112;4;4
992;544;20;21;112;4;4
1024;545;21;21;112;4;4
1056;544;20;21;112;4;4
1088;545;21;21;112;4;4
1120;544;20;21;112;4;4
1152;545;21;21;112;4;4
1184;544;20;21;112;4;4
1216;545;21;21;112;4;4
1248;544;20;21;112;4;4
1280;545;21;21;112;4;4
1312;544;20;21;112;4;4
1344;545;21;21;112;4;4
1376;544;20;21;112;4;4
1408;545;21;21;112;4;4
1440;544;20;21;112;4;4
1472;545;21;21;112;4;4
1504;544;20;21;112;4;4
1536;545;21;21;112;4;4
1568;544;20;21;112;4;4
1600;545;21;21;112;4;4
1632;544;20;21;112;4;4
1664;545;21;21;112;4;4
1696;544;20;21;112;4;4
1728;545;21;21;112;4;4
1760;544;20;21;112;4;4
1792;545;21;21;112;4;4
1824;544;20;21;112;4;4
1856;545;21;21;112;4;4
1888;544;20;21;112;4;4
1920;545;21;21;112;4;4
1952;544;20;21;112;4;4
1984;545;21;21;112;4;4
2016;544;20;21;112;4;4
