round;hashValues;maxHashValuesBlock;maxHashValues;leafValues;maxLeafValuesBlock;maxLeafValues
1;17;17;17;1;1;1
2;18;18;18;1;1;1
3;17;17;18;1;1;1
4;23;23;23;3;3;3
5;17;17;23;1;1;3
6;18;18;23;1;1;3
7;17;17;23;1;1;3
8;34;34;34;7;7;7
9;17;17;34;1;1;7
10;18;18;34;1;1;7
11;17;17;34;1;1;7
12;23;23;34;3;3;7
13;17;17;34;1;1;7
14;18;18;34;1;1;7
15;17;17;34;1;1;7
16;34;34;34;7;7;7
17;35;35;35;8;8;8
18;23;23;35;2;2;8
19;17;17;35;1;1;8
20;23;23;35;3;3;8
21;17;17;35;1;1;8
22;18;18;35;1;1;8
23;17;17;35;1;1;8
24;34;34;35;7;7;8
25;17;17;35;1;1;8
26;18;18;35;1;1;8
27;17;17;35;1;1;8
28;23;23;35;3;3;8
29;17;17;35;1;1;8
30;18;18;35;1;1;8
31;17;17;35;1;1;8
32;34;34;35;7;7;8
33;35;35;35;8;8;8
34;36;36;36;7;7;8
35;38;38;38;8;8;8
36;36;36;38;7;7;8
37;17;17;38;1;1;8
38;18;18;38;1;1;8
39;17;17;38;1;1;8
40;34;34;38;7;7;8
41;17;17;38;1;1;8
42;18;18;38;1;1;8
43;17;17;38;1;1;8
44;23;23;38;3;3;8
45;17;17;38;1;1;8
46;18;18;38;1;1;8
47;17;17;38;1;1;8
48;34;34;38;7;7;8
49;35;35;38;8;8;8
50;23;23;38;2;2;8
51;17;17;38;1;1;8
52;23;23;38;3;3;8
53;17;17;38;1;1;8
54;18;18;38;1;1;8
55;17;17;38;1;1;8
56;34;34;38;7;7;8
57;17;17;38;1;1;8
58;18;18;38;1;1;8
59;17;17;38;1;1;8
60;23;23;38;3;3;8
61;17;17;38;1;1;8
62;18;18;38;1;1;8
63;17;17;38;1;1;8
64;34;34;38;7;7;8
65;35;35;38;8;8;8
66;36;36;38;7;7;8
67;38;38;38;8;8;8
68;36;36;38;7;7;8
69;35;35;38;8;8;8
70;36;36;38;7;7;8
71;39;39;39;8;8;8
72;34;34;39;7;7;8
73;36;36;39;8;8;8
74;36;36;39;6;6;8
75;17;17;39;1;1;8
76;23;23;39;3;3;8
77;17;17;39;1;1;8
78;18;18;39;1;1;8
79;17;17;39;1;1;8
80;34;34;39;7;7;8
81;35;35;39;8;8;8
82;23;23;39;2;2;8
83;17;17;39;1;1;8
84;23;23;39;3;3;8
85;17;17;39;1;1;8
86;18;18;39;1;1;8
87;17;17;39;1;1;8
88;34;34;39;7;7;8
89;17;17;39;1;1;8
90;18;18;39;1;1;8
91;17;17;39;1;1;8
92;23;23;39;3;3;8
93;17;17;39;1;1;8
94;18;18;39;1;1;8
95;17;17;39;1;1;8
96;34;34;39;7;7;8
97;35;35;39;8;8;8
98;36;36;39;7;7;8
99;38;38;39;8;8;8
100;36;36;39;7;7;8
101;17;17;39;1;1;8
102;18;18;39;1;1;8
103;17;17;39;1;1;8
104;34;34;39;7;7;8
105;17;17;39;1;1;8
106;18;18;39;1;1;8
107;17;17;39;1;1;8
108;23;23;39;3;3;8
109;17;17;39;1;1;8
110;18;18;39;1;1;8
111;17;17;39;1;1;8
112;34;34;39;7;7;8
113;35;35;39;8;8;8
114;23;23;39;2;2;8
115;17;17;39;1;1;8
116;23;23;39;3;3;8
117;17;17;39;1;1;8
118;18;18;39;1;1;8
119;17;17;39;1;1;8
120;34;34;39;7;7;8
121;17;17;39;1;1;8
122;18;18;39;1;1;8
123;17;17;39;1;1;8
124;23;23;39;3;3;8
125;17;17;39;1;1;8
126;18;18;39;1;1;8
127;17;17;39;1;1;8
128;34;34;39;7;7;8
129;35;35;39;8;8;8
130;36;36;39;7;7;8
131;38;38;39;8;8;8
132;36;36;39;7;7;8
133;35;35;39;8;8;8
134;36;36;39;7;7;8
135;39;39;39;8;8;8
136;34;34;39;7;7;8
137;36;36;39;8;8;8
138;38;38;39;7;7;8
139;38;38;39;8;8;8
140;34;34;39;7;7;8
141;37;37;39;8;8;8
142;36;36;39;7;7;8
143;40;40;40;8;8;8
144;34;34;40;7;7;8
145;35;35;40;8;8;8
146;36;36;40;7;7;8
147;38;38;40;8;8;8
148;36;36;40;7;7;8
149;35;35;40;8;8;8
150;36;36;40;7;7;8
151;30;30;40;4;4;8
152;34;34;40;7;7;8
153;17;17;40;1;1;8
154;18;18;40;1;1;8
155;17;17;40;1;1;8
156;23;23;40;3;3;8
157;17;17;40;1;1;8
158;18;18;40;1;1;8
159;17;17;40;1;1;8
160;34;34;40;7;7;8
161;35;35;40;8;8;8
162;36;36;40;7;7;8
163;38;38;40;8;8;8
164;36;36;40;7;7;8
165;17;17;40;1;1;8
166;18;18;40;1;1;8
167;17;17;40;1;1;8
168;34;34;40;7;7;8
169;17;17;40;1;1;8
170;18;18;40;1;1;8
171;17;17;40;1;1;8
172;23;23;40;3;3;8
173;17;17;40;1;1;8
174;18;18;40;1;1;8
175;17;17;40;1;1;8
176;34;34;40;7;7;8
177;35;35;40;8;8;8
178;23;23;40;2;2;8
179;17;17;40;1;1;8
180;23;23;40;3;3;8
181;17;17;40;1;1;8
182;18;18;40;1;1;8
183;17;17;40;1;1;8
184;34;34;40;7;7;8
185;17;17;40;1;1;8
186;18;18;40;1;1;8
187;17;17;40;1;1;8
188;23;23;40;3;3;8
189;17;17;40;1;1;8
190;18;18;40;1;1;8
191;17;17;40;1;1;8
192;34;34;40;7;7;8
193;35;35;40;8;8;8
194;36;36;40;7;7;8
195;38;38;40;8;8;8
196;36;36;40;7;7;8
197;35;35;40;8;8;8
198;36;36;40;7;7;8
199;39;39;40;8;8;8
200;34;34;40;7;7;8
