round;hashValues;maxHashValuesBlock;maxHashValues;leafValues;maxLeafValuesBlock;maxLeafValues
8;90;16;16;12;3;3
16;101;16;16;16;4;4
24;124;18;18;24;4;4
32;101;16;18;16;4;4
40;135;18;18;28;4;4
48;137;20;20;28;4;4
56;124;18;20;24;4;4
64;101;16;20;16;4;4
72;135;18;20;28;4;4
80;137;20;20;28;4;4
88;135;18;20;28;4;4
96;137;20;20;28;4;4
104;135;18;20;28;4;4
112;137;20;20;28;4;4
120;135;18;20;28;4;4
128;138;21;21;28;4;4
136;135;18;21;28;4;4
144;137;20;21;28;4;4
152;135;18;21;28;4;4
160;137;20;21;28;4;4
168;135;18;21;28;4;4
176;137;20;21;28;4;4
184;135;18;21;28;4;4
192;138;21;21;28;4;4
200;135;18;21;28;4;4
208;137;20;21;28;4;4
216;135;18;21;28;4;4
224;137;20;21;28;4;4
232;135;18;21;28;4;4
240;137;20;21;28;4;4
248;135;18;21;28;4;4
256;138;21;21;28;4;4
264;135;18;21;28;4;4
272;137;20;21;28;4;4
280;135;18;21;28;4;4
288;137;20;21;28;4;4
296;135;18;21;28;4;4
304;137;20;21;28;4;4
312;135;18;21;28;4;4
320;138;21;21;28;4;4
328;135;18;21;28;4;4
336;137;20;21;28;4;4
344;135;18;21;28;4;4
352;137;20;21;28;4;4
360;135;18;21;28;4;4
368;137;20;21;28;4;4
376;135;18;21;28;4;4
384;138;21;21;28;4;4
392;135;18;21;28;4;4
400;137;20;21;28;4;4
408;135;18;21;28;4;4
416;137;20;21;28;4;4
424;135;18;21;28;4;4
432;137;20;21;28;4;4
440;135;18;21;28;4;4
448;138;21;21;28;4;4
456;135;18;21;28;4;4
464;137;20;21;28;4;4
472;135;18;21;28;4;4
480;137;20;21;28;4;4
488;135;18;21;28;4;4
496;137;20;21;28;4;4
504;135;18;21;28;4;4
