round;hashValues;maxHashValuesBlock;maxHashValues;leafValues;maxLeafValuesBlock;maxLeafValues
32;349;14;14;67;3;3
64;386;14;14;80;3;3
96;386;14;14;80;3;3
128;386;14;14;80;3;3
160;386;14;14;80;3;3
192;386;14;14;80;3;3
224;386;14;14;80;3;3
256;386;14;14;80;3;3
288;386;14;14;80;3;3
320;386;14;14;80;3;3
352;386;14;14;80;3;3
384;386;14;14;80;3;3
416;386;14;14;80;3;3
448;386;14;14;80;3;3
480;386;14;14;80;3;3
512;386;14;14;80;3;3
544;386;14;14;80;3;3
576;386;14;14;80;3;3
608;386;14;14;80;3;3
640;386;14;14;80;3;3
672;386;14;14;80;3;3
704;386;14;14;80;3;3
736;386;14;14;80;3;3
768;386;14;14;80;3;3
800;386;14;14;80;3;3
832;386;14;14;80;3;3
864;386;14;14;80;3;3
896;386;14;14;80;3;3
928;386;14;14;80;3;3
960;386;14;14;80;3;3
992;386;14;14;80;3;3
1024;386;14;14;80;3;3
1056;386;14;14;80;3;3
1088;386;14;14;80;3;3
1120;386;14;14;80;3;3
1152;386;14;14;80;3;3
1184;386;14;14;80;3;3
1216;386;14;14;80;3;3
1248;386;14;14;80;3;3
1280;386;14;14;80;3;3
1312;386;14;14;80;3;3
1344;386;14;14;80;3;3
1376;386;14;14;80;3;3
1408;386;14;14;80;3;3
1440;386;14;14;80;3;3
1472;386;14;14;80;3;3
1504;386;14;14;80;3;3
1536;386;14;14;80;3;3
1568;386;14;14;80;3;3
1600;386;14;14;80;3;3
1632;386;14;14;80;3;3
1664;386;14;14;80;3;3
1696;386;14;14;80;3;3
1728;386;14;14;80;3;3
1760;386;14;14;80;3;3
1792;386;14;14;80;3;3
1824;386;14;14;80;3;3
1856;386;14;14;80;3;3
1888;386;14;14;80;3;3
1920;386;14;14;80;3;3
1952;386;14;14;80;3;3
1984;386;14;14;80;3;3
2016;386;14;14;80;3;3
