round;minSpace;maxSpace
1024;59;103
2048;62;104
3072;62;104
4096;65;103
5120;60;102
6144;63;103
7168;63;103
8192;64;104
9216;60;102
10240;63;103
11264;63;103
12288;64;104
13312;61;101
14336;62;103
15360;62;103
16384;65;103
17408;58;102
18432;61;103
19456;61;103
20480;64;102
21504;59;101
22528;62;102
23552;62;102
24576;63;103
25600;59;101
26624;62;102
27648;62;102
28672;63;103
29696;60;100
30720;61;102
31744;61;102
32768;64;102
33792;56;100
34816;59;101
35840;59;101
36864;62;100
37888;57;99
38912;60;100
39936;60;100
40960;61;101
41984;57;99
43008;60;100
44032;60;100
45056;61;101
46080;58;98
47104;59;100
48128;59;100
49152;62;100
50176;54;88
51200;55;87
52224;55;87
53248;56;86
54272;53;87
55296;54;86
56320;54;86
57344;55;85
58368;51;85
59392;52;84
60416;52;84
61440;53;83
62464;49;73
63488;48;72
64512;46;70
65536;21;60
