round;minSpace;maxSpace
256;95;112
512;96;112
768;96;112
1024;96;112
1280;94;111
1536;95;111
1792;95;111
2048;95;111
2304;92;109
2560;93;109
2816;93;109
3072;93;109
3328;91;108
3584;92;108
3840;92;108
4096;92;108
4352;88;105
4608;89;105
4864;89;105
5120;89;105
5376;87;104
5632;88;104
5888;88;104
6144;88;104
6400;85;102
6656;86;102
6912;86;102
7168;86;102
7424;84;101
7680;85;101
7936;85;101
8192;85;101
8448;80;97
8704;81;97
8960;81;97
9216;81;97
9472;79;96
9728;80;96
9984;80;96
10240;80;96
10496;77;94
10752;78;94
11008;78;94
11264;78;94
11520;76;93
11776;77;93
12032;77;93
12288;77;93
12544;73;90
12800;74;90
13056;74;90
13312;74;90
13568;72;89
13824;73;89
14080;73;89
14336;73;89
14592;70;87
14848;71;87
15104;71;87
15360;71;87
15616;67;77
15872;64;74
16128;60;70
16384;21;67
